Date,Squad,Home_Away,Match_Half,Minute,Player,xG,PSxG,Outcome,Distance,Body Part,Notes,Player_SCA_1,Event_SCA_1,Player_SCA_2,Event_SCA_2
2022-08-21,Columbus Crew,Home,2,89,Cucho,0.08,,Off Target,9,Head,,Marlon Hairston,Pass (Live),Lucas Zelarayán,Pass (Live)
2022-08-21,Atlanta Utd,Away,1,8,Santiago Sosa,0.07,,Off Target,9,Head,,Brooks Lennon,Pass (Dead),Rocco Ríos Novo,Pass (Live)
2022-08-21,Atlanta Utd,Away,1,10,Andrew Gutman,0.13,0.11,Saved,15,Left Foot,,Caleb Wiley,Pass (Live),Amar Sejdic,Pass (Live)
2022-08-21,Atlanta Utd,Away,1,13,Juan José Sánchez,0.02,0.03,Saved,9,Head,,Brooks Lennon,Pass (Dead),Brooks Lennon,Pass (Live)
2022-08-21,Atlanta Utd,Away,1,20,Santiago Sosa,0.03,,Off Target,28,Right Foot,,Santiago Sosa,Pass (Live),Luiz Araújo,Pass (Live)
2022-08-21,Atlanta Utd,Away,1,21,Santiago Sosa,0.03,0.36,Goal,26,Right Foot,,Caleb Wiley,Pass (Live),Brooks Lennon,Pass (Live)
2022-08-21,Atlanta Utd,Away,1,27,Santiago Sosa,0.06,,Off Target,10,Head,,Brooks Lennon,Pass (Dead),Thiago Almada,Pass (Live)
2022-08-21,Atlanta Utd,Away,1,29,Thiago Almada,0.02,,Off Target,32,Right Foot,,Juan José Sánchez,Pass (Live),Santiago Sosa,Pass (Live)
2022-08-21,Atlanta Utd,Away,1,36,Ronaldo Cisneros,0.13,,Off Target,11,Right Foot,,Thiago Almada,Pass (Live),Ronaldo Cisneros,Pass (Live)
2022-08-21,Atlanta Utd,Away,1,38,Thiago Almada,0.04,0.24,Saved,14,Left Foot,,Santiago Sosa,Pass (Live),Luiz Araújo,Pass (Live)
2022-08-21,Atlanta Utd,Away,1,44,Luiz Araújo,0.03,,Off Target,23,Left Foot,,Brooks Lennon,Pass (Live),,
2022-08-21,Atlanta Utd,Away,1,45,Santiago Sosa,0.02,0.52,Saved,30,Right Foot,,Caleb Wiley,Pass (Live),Ronaldo Cisneros,Pass (Live)
2022-08-21,Atlanta Utd,Away,2,46,Luiz Araújo,0.03,0.13,Saved,26,Left Foot,,Thiago Almada,Pass (Live),Brooks Lennon,Pass (Live)
2022-08-21,Atlanta Utd,Away,2,50,Thiago Almada,0.05,,Blocked,21,Right Foot,,Thiago Almada,Take-On,Thiago Almada,Take-On
2022-08-21,Atlanta Utd,Away,2,50,Amar Sejdic,0.03,0.16,Saved,31,Right Foot,,Thiago Almada,Shot,,
2022-08-21,Atlanta Utd,Away,2,63,Ronaldo Cisneros,0.09,,Blocked,23,Left Foot,,Andrew Gutman,Pass (Live),Thiago Almada,Pass (Live)
2022-08-21,Atlanta Utd,Away,2,64,Thiago Almada,0.02,,Off Target,31,Right Foot,,Caleb Wiley,Pass (Live),Andrew Gutman,Pass (Live)
2022-08-21,Atlanta Utd,Away,2,67,Ronaldo Cisneros,0.30,0.56,Saved,5,Head,,Brooks Lennon,Pass (Live),Amar Sejdic,Pass (Live)
2022-08-21,Atlanta Utd,Away,2,67,Ronaldo Cisneros,0.23,,Blocked,7,Left Foot,,Ronaldo Cisneros,Shot,,
2022-08-21,Atlanta Utd,Away,2,69,Ronaldo Cisneros,0.20,,Blocked,6,Right Foot,,Andrew Gutman,Pass (Live),Brooks Lennon,Pass (Live)
2022-08-21,Atlanta Utd,Away,2,69,Luiz Araújo,0.20,0.02,Saved,14,Left Foot,,Ronaldo Cisneros,Shot,,
2022-08-21,Atlanta Utd,Away,2,77,Juan José Sánchez,0.15,0.60,Goal,6,Head,,Edwin Mosquera,Pass (Dead),,
2022-08-21,Atlanta Utd,Away,2,83,Santiago Sosa,0.07,,Blocked,10,Head,,Juan José Sánchez,Pass (Live),Thiago Almada,Pass (Dead)
2022-08-21,Atlanta Utd,Away,2,90,Josef Martínez,0.13,,Blocked,17,Right Foot,,Edwin Mosquera,Pass (Live),Thiago Almada,Pass (Live)
2022-08-21,Atlanta Utd,Away,2,90+5,Edwin Mosquera,0.07,,Blocked,14,Right Foot,,Thiago Almada,Pass (Live),Santiago Sosa,Pass (Live)
2022-08-21,Sporting KC,Home,1,10,Andreu Fontàs,0.12,,Off Target,4,Head,,Roger Espinoza,Pass (Live),Roger Espinoza,Pass (Live)
2022-08-21,Sporting KC,Home,1,12,Erik Thommy,0.03,,Blocked,34,Right Foot,,Johnny Russell,Pass (Live),,
2022-08-21,Sporting KC,Home,1,13,Graham Zusi,0.01,,Off Target,30,Left Foot,,Johnny Russell,Pass (Live),Andreu Fontàs,Pass (Live)
2022-08-21,Sporting KC,Home,1,16,William Agada,0.21,0.03,Saved,14,Right Foot,Deflected,Roger Espinoza,Pass (Live),Graham Zusi,Pass (Live)
2022-08-21,Sporting KC,Home,1,19,Ben Sweat,0.03,0.03,Saved,28,Left Foot,,Erik Thommy,Pass (Live),Rémi Walter,Pass (Live)
2022-08-21,Sporting KC,Home,1,31,William Agada,0.12,0.73,Goal,8,Left Foot,Volley,Roger Espinoza,Pass (Live),Rémi Walter,Pass (Live)
2022-08-21,Sporting KC,Home,1,35,Erik Thommy,0.05,0.19,Saved,20,Right Foot,,,,,
2022-08-21,Sporting KC,Home,1,38,Johnny Russell,0.05,,Off Target,27,Left Foot,,Rémi Walter,Pass (Live),Ben Sweat,Pass (Live)
2022-08-21,Sporting KC,Home,1,40,Graham Zusi,0.05,,Off Target,25,Left Foot,,William Agada,Pass (Live),Dániel Sallói,Pass (Live)
2022-08-21,Sporting KC,Home,1,40,Andreu Fontàs,0.03,0.36,Goal,15,Left Foot,,Graham Zusi,Shot,,
2022-08-21,Sporting KC,Home,1,42,Erik Thommy,0.06,0.39,Goal,26,Right Foot,,William Agada,Pass (Live),Graham Zusi,Pass (Live)
2022-08-21,Sporting KC,Home,2,53,Dániel Sallói,0.04,0.03,Saved,23,Right Foot,Deflected,William Agada,Pass (Live),Dániel Sallói,Pass (Live)
2022-08-21,Sporting KC,Home,2,54,Johnny Russell,0.05,0.03,Saved,13,Right Foot,,William Agada,Pass (Live),Dániel Sallói,Pass (Live)
2022-08-21,Sporting KC,Home,2,55,William Agada,0.09,,Off Target,16,Right Foot,Volley,Johnny Russell,Shot,,
2022-08-21,Sporting KC,Home,2,61,Erik Thommy,0.06,,Off Target,12,Right Foot,Volley,Graham Zusi,Pass (Live),Erik Thommy,Pass (Live)
2022-08-21,Sporting KC,Home,2,75,William Agada,0.28,0.64,Goal,10,Right Foot,,Ben Sweat,Pass (Live),Rémi Walter,Pass (Live)
2022-08-21,Sporting KC,Home,2,85,Ben Sweat,0.02,,Off Target,27,Left Foot,Volley,Graham Zusi,Pass (Live),Erik Thommy,Pass (Dead)
2022-08-21,Sporting KC,Home,2,89,Khiry Shelton,0.03,,Off Target,32,Right Foot,,Dániel Sallói,Pass (Live),Marinos Tzionis,Pass (Live)
2022-08-21,Portland Timbers,Away,1,20,Santiago Moreno,0.05,,Off Target,22,Right Foot,,,,,
2022-08-21,Portland Timbers,Away,1,22,Jarosław Niezgoda,0.02,,Off Target,16,Head,,José Van Rankin,Pass (Live),Sebastián Blanco,Pass (Live)
2022-08-21,Portland Timbers,Away,2,47,Sebastián Blanco,0.01,0.23,Saved,32,Left Foot,,Aljaž Ivačič,Pass (Live),Zac McGraw,Pass (Live)
2022-08-21,Portland Timbers,Away,2,48,Dairon Asprilla,0.20,0.38,Saved,11,Right Foot,Deflected,Santiago Moreno,Pass (Live),Sebastián Blanco,Pass (Live)
2022-08-21,Portland Timbers,Away,2,50,Sebastián Blanco,0.11,0.07,Saved,9,Head,,Claudio Bravo,Pass (Live),Dairon Asprilla,Pass (Live)
2022-08-21,Portland Timbers,Away,2,59,Dairon Asprilla,0.04,,Blocked,25,Right Foot,,Bill Tuiloma,Pass (Live),Sebastián Blanco,Pass (Live)
2022-08-21,Portland Timbers,Away,2,60,Dairon Asprilla,0.01,,Blocked,16,Head,,Santiago Moreno,Pass (Live),Zac McGraw,Pass (Live)
2022-08-21,Portland Timbers,Away,2,63,Santiago Moreno,0.08,,Off Target,21,Right Foot,,Claudio Bravo,Fouled,Bill Tuiloma,Pass (Live)
2022-08-21,Portland Timbers,Away,2,72,Dairon Asprilla,0.27,0.46,Saved,12,Right Foot,,Yimmi Chará,Pass (Live),Sebastián Blanco,Pass (Live)
2022-08-21,Portland Timbers,Away,2,79,Bill Tuiloma,0.05,,Off Target,24,Right Foot,Free kick,Santiago Moreno,Fouled,Yimmi Chará,Pass (Live)
2022-08-21,Portland Timbers,Away,2,88,Sebastián Blanco,0.08,,Off Target,22,Left Foot,,Sebastián Blanco,Take-On,Dairon Asprilla,Pass (Live)
2022-08-21,Portland Timbers,Away,2,90,Sebastián Blanco,0.33,0.90,Goal,5,Left Foot,,Dairon Asprilla,Pass (Live),Zac McGraw,Pass (Live)
2022-08-21,Portland Timbers,Away,2,90+3,Sebastián Blanco,0.00,,Off Target,8,Head,,Santiago Moreno,Pass (Live),Yimmi Chará,Pass (Live)
2022-08-21,Charlotte,Home,1,3,Derrick Jones,0.14,,Off Target,6,Head,,Derrick Jones,Fouled,,
2022-08-21,Charlotte,Home,1,7,Kerwin Vargas,0.03,,Off Target,26,Right Foot,,Jaylin Lindsey,Pass (Live),,
2022-08-21,Charlotte,Home,1,30,Kerwin Vargas,0.02,0.14,Saved,30,Right Foot,,Quinn McNeill,Pass (Live),Derrick Jones,Pass (Live)
2022-08-21,Charlotte,Home,2,50,Karol Świderski,0.04,,Off Target,24,Left Foot,Free kick,Brandt Bronico,Fouled,Christian Fuchs,Pass (Live)
2022-08-21,Charlotte,Home,2,52,Kerwin Vargas,0.03,,Blocked,27,Right Foot,,Quinn McNeill,Pass (Live),Karol Świderski,Pass (Live)
2022-08-21,Charlotte,Home,2,56,Brandt Bronico,0.04,0.31,Saved,18,Right Foot,,Christian Fuchs,Pass (Live),,
2022-08-21,Charlotte,Home,2,66,McKinze Gaines,0.24,0.68,Goal,7,Head,,Kamil Jóźwiak,Pass (Live),Brandt Bronico,Pass (Live)
2022-08-21,Charlotte,Home,2,80,Karol Świderski,0.03,,Blocked,26,Right Foot,,Kamil Jóźwiak,Pass (Live),Brandt Bronico,Pass (Live)
2022-08-21,Charlotte,Home,2,90+7,Brandt Bronico,0.15,,Off Target,15,Left Foot,,,,,
2022-08-21,Orlando City,Away,1,4,Antonio Carlos,0.05,,Blocked,11,Head,,Mauricio Pereyra,Pass (Dead),Facundo Torres,Fouled
2022-08-21,Orlando City,Away,1,4,Ercan Kara,0.11,,Blocked,11,Right Foot,,Antonio Carlos,Shot,,
2022-08-21,Orlando City,Away,1,27,Facundo Torres,0.03,0.07,Saved,33,Left Foot,,Júnior Urso,Pass (Live),Rodrigo Schlegel,Pass (Live)
2022-08-21,Orlando City,Away,1,34,Júnior Urso,0.25,,Blocked,6,Head,,Jake Mulraney,Pass (Live),Facundo Torres,Pass (Live)
2022-08-21,Orlando City,Away,1,37,Júnior Urso,0.02,0.02,Saved,32,Right Foot,Deflected,Facundo Torres,Pass (Live),Ercan Kara,Pass (Live)
2022-08-21,Orlando City,Away,1,38,Antonio Carlos,0.05,,Off Target,11,Head,,Mauricio Pereyra,Pass (Dead),,
2022-08-21,Orlando City,Away,1,45+1,Kyle Smith,0.02,,Off Target,33,Right Foot,,Ercan Kara,Pass (Live),Mauricio Pereyra,Pass (Live)
2022-08-21,Orlando City,Away,2,48,Mauricio Pereyra,0.03,0.01,Saved,27,Left Foot,,Antonio Carlos,Pass (Live),César Araujo,Pass (Live)
2022-08-21,Orlando City,Away,2,61,Ercan Kara,0.02,,Off Target,10,Head,,Ruan,Pass (Live),Mauricio Pereyra,Pass (Live)
2022-08-21,Orlando City,Away,2,62,Ercan Kara,0.38,0.78,Goal,10,Right Foot,,Facundo Torres,Pass (Live),Júnior Urso,Pass (Live)
2022-08-21,Orlando City,Away,2,70,Mauricio Pereyra,0.07,0.33,Saved,27,Right Foot,Free kick,Ercan Kara,Fouled,César Araujo,Pass (Live)
2022-08-21,Orlando City,Away,2,89,Tesho Akindele,0.31,0.14,Saved,17,Right Foot,,Júnior Urso,Pass (Live),Júnior Urso,Take-On
2022-08-21,Orlando City,Away,2,89,Tesho Akindele,0.04,0.81,Goal,13,Left Foot,Volley,Tesho Akindele,Shot,,
2022-08-21,Nashville,Home,1,5,Hany Mukhtar,0.10,0.04,Goal,11,Right Foot,,C.J. Sapong,Pass (Live),Shaquell Moore,Pass (Live)
2022-08-21,Nashville,Home,1,8,Randall Leal,0.03,,Blocked,13,Right Foot,Volley,Daniel Lovitz,Pass (Live),Dax McCarty,Pass (Live)
2022-08-21,Nashville,Home,1,9,David Romney,0.06,,Blocked,18,Right Foot,Volley,Dax McCarty,Pass (Live),David Romney,Pass (Live)
2022-08-21,Nashville,Home,1,9,Walker Zimmerman,0.24,,Blocked,11,Left Foot,Volley,David Romney,Shot,,
2022-08-21,Nashville,Home,1,19,C.J. Sapong,0.05,,Off Target,12,Right Foot,,Daniel Lovitz,Pass (Live),Sean Davis,Pass (Live)
2022-08-21,Nashville,Home,1,22,Jacob Shaffelburg,0.01,,Off Target,32,Left Foot,,Randall Leal,Pass (Live),Randall Leal,Pass (Live)
2022-08-21,Nashville,Home,1,24,Shaquell Moore,0.04,,Off Target,26,Right Foot,,,,,
2022-08-21,Nashville,Home,1,26,Jacob Shaffelburg,0.11,0.24,Goal,13,Left Foot,,Jacob Shaffelburg,Pass (Live),Dax McCarty,Pass (Live)
2022-08-21,Nashville,Home,1,33,Hany Mukhtar,0.12,0.51,Goal,26,Right Foot,Free kick,Jacob Shaffelburg,Fouled,Hany Mukhtar,Pass (Live)
2022-08-21,Nashville,Home,1,36,Randall Leal,0.02,,Off Target,29,Right Foot,,C.J. Sapong,Pass (Live),Jacob Shaffelburg,Pass (Live)
2022-08-21,Nashville,Home,2,52,Alex Muyl,0.07,,Blocked,13,Left Foot,,C.J. Sapong,Pass (Live),Randall Leal,Pass (Live)
2022-08-21,Nashville,Home,2,52,Alex Muyl,0.06,0.10,Saved,14,Right Foot,,Alex Muyl,Shot,,
2022-08-21,Nashville,Home,2,62,Hany Mukhtar,0.34,,Woodwork,8,Right Foot,,Eric Miller,Pass (Live),Walker Zimmerman,Pass (Live)
2022-08-21,Nashville,Home,2,71,Hany Mukhtar,0.19,0.35,Saved,12,Right Foot,,Randall Leal,Pass (Live),Hany Mukhtar,Pass (Live)
2022-08-21,Nashville,Home,2,72,David Romney,0.12,0.26,Goal,6,Head,,Daniel Lovitz,Pass (Dead),Hany Mukhtar,Shot
2022-08-21,Nashville,Home,2,81,Randall Leal,0.07,0.02,Saved,19,Right Foot,,Hany Mukhtar,Pass (Live),Eric Miller,Pass (Live)
2022-08-21,Nashville,Home,2,81,Hany Mukhtar,0.13,0.14,Saved,22,Right Foot,,Randall Leal,Pass (Live),Randall Leal,Shot
2022-08-21,Nashville,Home,2,83,Aníbal Godoy,0.11,,Off Target,8,Head,,Daniel Lovitz,Pass (Live),Randall Leal,Pass (Live)
2022-08-21,FC Dallas,Away,1,20,Alan Velasco,0.05,,Off Target,25,Right Foot,,Franco Jara,Pass (Live),Alan Velasco,Pass (Live)
2022-08-21,FC Dallas,Away,1,31,Franco Jara,0.06,,Blocked,13,Right Foot,,Alan Velasco,Pass (Live),Alan Velasco,Take-On
2022-08-21,FC Dallas,Away,1,41,Tsiki Ntsabeleng,0.05,,Blocked,26,Right Foot,,Paul Arriola,Pass (Live),Alan Velasco,Pass (Dead)
2022-08-21,FC Dallas,Away,2,88,Ema Twumasi,0.03,,Blocked,18,Right Foot,,Benjamin Redzic,Pass (Live),Sebastian Lletget,Pass (Live)
2022-08-26,Austin,Home,1,3,Sebastián Driussi,0.03,,Off Target,26,Right Foot,,Sebastián Driussi,Pass (Live),,
2022-08-26,Austin,Home,1,18,Julio Cascante,0.11,0.50,Saved,8,Left Foot,,Daniel Pereira,Pass (Live),Nick Lima,Pass (Dead)
2022-08-26,Austin,Home,1,24,Jon Gallagher,0.03,,Off Target,28,Right Foot,Volley,,,,
2022-08-26,Austin,Home,1,32,Diego Fagúndez,0.05,0.52,Goal,30,Right Foot,Free kick,Sebastián Driussi,Fouled,Sebastián Driussi,Tackle
2022-08-26,Austin,Home,1,45,Maximiliano Urruti,0.06,0.07,Saved,24,Right Foot,,Diego Fagúndez,Pass (Live),Daniel Pereira,Pass (Live)
2022-08-26,Austin,Home,1,45+5,Jon Gallagher,0.04,0.04,Saved,26,Right Foot,,Daniel Pereira,Pass (Live),Alexander Ring,Pass (Live)
2022-08-26,Austin,Home,2,47,Maximiliano Urruti,0.06,0.74,Goal,6,Head,,Nick Lima,Pass (Live),Maximiliano Urruti,Fouled
2022-08-26,Austin,Home,2,51,Maximiliano Urruti,0.11,0.72,Goal,7,Left Foot,Deflected,Diego Fagúndez,Pass (Live),Alexander Ring,Pass (Live)
2022-08-26,Austin,Home,2,54,Alexander Ring,0.05,0.10,Saved,22,Left Foot,,Alexander Ring,Take-On,Sebastián Driussi,Pass (Live)
2022-08-26,Austin,Home,2,59,Sebastián Driussi,0.09,0.89,Goal,12,Right Foot,,Diego Fagúndez,Pass (Live),Sebastián Driussi,Pass (Live)
2022-08-26,Austin,Home,2,78,Sebastián Driussi,0.01,0.42,Saved,15,Head,,Diego Fagúndez,Pass (Dead),Ethan Finlay,Fouled
2022-08-26,Los Angeles FC,Away,1,5,Jesús David Murillo Largacha,0.09,,Off Target,9,Head,,Carlos Vela,Pass (Dead),Kellyn Acosta,Pass (Live)
2022-08-26,Los Angeles FC,Away,1,45+5,Gareth Bale,0.04,,Off Target,21,Left Foot,Volley,Gareth Bale,Pass (Live),José Cifuentes,Pass (Live)
2022-08-26,Los Angeles FC,Away,2,50,Cristian Arango,0.06,,Off Target,9,Head,,Carlos Vela,Pass (Dead),Carlos Vela,Pass (Live)
2022-08-26,Los Angeles FC,Away,2,55,Eddie Segura,0.05,,Blocked,21,Left Foot,,,,,
2022-08-26,Los Angeles FC,Away,2,55,Gareth Bale,0.08,,Off Target,10,Right Foot,,Eddie Segura,Shot,,
2022-08-26,Los Angeles FC,Away,2,61,José Cifuentes,0.34,0.41,Saved,10,Right Foot,,Kwadwo Opoku,Pass (Live),Carlos Vela,Pass (Live)
2022-08-26,Los Angeles FC,Away,2,61,Cristian Arango,0.09,0.07,Goal,5,Right Foot,Volley,José Cifuentes,Shot,,
2022-08-26,Los Angeles FC,Away,2,63,Cristian Arango,0.03,,Off Target,17,Right Foot,,Franco Escobar,Pass (Live),,
2022-08-26,Los Angeles FC,Away,2,71,Cristian Arango,0.40,,Woodwork,9,Right Foot,,Kellyn Acosta,Pass (Live),Ryan Hollingshead,Interception
2022-08-26,Los Angeles FC,Away,2,74,Cristian Arango,0.04,0.26,Saved,23,Right Foot,,Cristian Arango,Take-On,Cristian Arango,Tackle
2022-08-26,Los Angeles FC,Away,2,81,Kwadwo Opoku,0.04,,Off Target,33,Left Foot,,Franco Escobar,Pass (Live),,
2022-08-26,Los Angeles FC,Away,2,82,Kwadwo Opoku,0.06,0.17,Saved,17,Right Foot,,Danny Trejo,Pass (Live),Kellyn Acosta,Pass (Live)
2022-08-26,Los Angeles FC,Away,2,85,Danny Trejo,0.06,0.21,Saved,16,Left Foot,,José Cifuentes,Pass (Live),Cristian Arango,Pass (Live)
2022-08-26,Los Angeles FC,Away,2,90+3,José Cifuentes,0.05,,Off Target,13,Right Foot,Volley,Danny Trejo,Pass (Live),Jhegson Méndez,Pass (Live)
2022-08-26,Los Angeles FC,Away,2,90+4,Kwadwo Opoku,0.09,,Off Target,13,Left Foot,,Kellyn Acosta,Pass (Live),Eddie Segura,Pass (Live)
2022-08-26,Portland Timbers,Home,1,4,Zac McGraw,0.07,,Off Target,16,Right Foot,Volley,Dario Župarić,Pass (Live),,
2022-08-26,Portland Timbers,Home,1,14,Bill Tuiloma,0.04,0.33,Saved,30,Right Foot,Free kick,,Fouled,,
2022-08-26,Portland Timbers,Home,1,29,Bill Tuiloma,0.04,,Off Target,28,Right Foot,,Claudio Bravo,Pass (Live),Diego Chará,Pass (Live)
2022-08-26,Portland Timbers,Home,1,31,Sebastián Blanco,0.04,,Blocked,29,Right Foot,,Dairon Asprilla,Pass (Live),,
2022-08-26,Portland Timbers,Home,1,31,Claudio Bravo,0.02,,Off Target,23,Left Foot,,Santiago Moreno,Pass (Live),Eryk Williamson,Pass (Live)
2022-08-26,Portland Timbers,Home,1,34,Sebastián Blanco,0.06,,Off Target,7,Head,,Claudio Bravo,Pass (Live),Diego Chará,Pass (Live)
2022-08-26,Portland Timbers,Home,1,37,Zac McGraw,0.12,,Off Target,10,Head,,Eryk Williamson,Pass (Dead),Santiago Moreno,Fouled
2022-08-26,Portland Timbers,Home,1,41,Dairon Asprilla (pen),0.79,0.99,Goal,13,Right Foot,,Eryk Williamson,Fouled,Sebastián Blanco,Pass (Live)
2022-08-26,Portland Timbers,Home,1,44,Dairon Asprilla,0.03,0.31,Saved,24,Left Foot,,Santiago Moreno,Tackle,,
2022-08-26,Portland Timbers,Home,2,51,Sebastián Blanco,0.84,0.99,Goal,3,Right Foot,Volley,Dairon Asprilla,Pass (Live),Eryk Williamson,Pass (Dead)
2022-08-26,Portland Timbers,Home,2,52,Sebastián Blanco,0.08,,Blocked,16,Right Foot,,,,,
2022-08-26,Portland Timbers,Home,2,53,Zac McGraw,0.06,,Off Target,13,Head,,Sebastián Blanco,Pass (Live),Santiago Moreno,Pass (Live)
2022-08-26,Portland Timbers,Home,2,66,Zac McGraw,0.05,,Off Target,11,Head,,Eryk Williamson,Pass (Dead),Sebastián Blanco,Fouled
2022-08-26,Portland Timbers,Home,2,67,Yimmi Chará,0.21,,Off Target,8,Head,,Sebastián Blanco,Pass (Live),Claudio Bravo,Pass (Live)
2022-08-26,Portland Timbers,Home,2,90+3,Marvin Loría,0.06,,Blocked,21,Left Foot,,Cristhian Paredes,Pass (Live),Jarosław Niezgoda,Pass (Live)
2022-08-26,Portland Timbers,Home,2,90+4,Jarosław Niezgoda,0.08,0.13,Saved,14,Left Foot,Deflected,Cristhian Paredes,Pass (Live),Diego Chará,Pass (Live)
2022-08-26,Portland Timbers,Home,2,90+6,Marvin Loría,0.04,0.03,Saved,19,Left Foot,,Diego Chará,Pass (Live),Jarosław Niezgoda,Pass (Live)
2022-08-26,Seattle,Away,1,8,Yeimar Gómez Andrade,0.04,0.91,Goal,6,Head,,Alex Roldan,Pass (Live),Nicolás Lodeiro,Pass (Dead)
2022-08-26,Seattle,Away,2,49,Raúl Ruidíaz,0.10,,Blocked,10,Right Foot,,Jordan Morris,Pass (Live),Jordan Morris,Take-On
2022-08-26,Seattle,Away,2,70,Alex Roldan,0.07,,Off Target,28,Right Foot,Volley,,,,
2022-08-26,Seattle,Away,2,75,Yeimar Gómez Andrade,0.01,,Off Target,27,Right Foot,,,,,
2022-08-26,Seattle,Away,2,80,Jordan Morris,0.17,,Off Target,8,Head,,Nouhou Tolo,Pass (Live),Nouhou Tolo,Take-On
2022-08-26,Seattle,Away,2,81,Nouhou Tolo,0.07,0.06,Saved,11,Head,,Alex Roldan,Pass (Live),Jackson Ragen,Pass (Live)
2022-08-26,Seattle,Away,2,85,Jackson Ragen,0.12,,Woodwork,6,Head,,Alex Roldan,Pass (Live),Nicolás Lodeiro,Pass (Dead)
2022-08-26,Seattle,Away,2,87,Nicolás Lodeiro,0.04,,Blocked,19,Right Foot,,Fredy Montero,Pass (Live),Alex Roldan,Pass (Live)
2022-08-26,Seattle,Away,2,90+9,Alex Roldan,0.06,,Off Target,26,Right Foot,,Fredy Montero,Fouled,Joshua Atencio,Pass (Live)
2022-08-27,Minnesota Utd,Home,1,4,Luis Amarilla,0.04,,Blocked,15,Head,,Alan Benítez,Pass (Live),Bakaye Dibassy,Pass (Live)
2022-08-27,Minnesota Utd,Home,1,12,Emanuel Reynoso,0.06,,Blocked,17,Left Foot,,Emanuel Reynoso,Take-On,D.J. Taylor,Pass (Live)
2022-08-27,Minnesota Utd,Home,1,12,Franco Fragapane,0.17,,Blocked,11,Right Foot,,Emanuel Reynoso,Shot,,
2022-08-27,Minnesota Utd,Home,1,32,Luis Amarilla,0.08,,Blocked,10,Right Foot,Deflected,Emanuel Reynoso,Pass (Dead),Emanuel Reynoso,Fouled
2022-08-27,Minnesota Utd,Home,1,32,Robin Lod,0.08,,Off Target,13,Right Foot,Volley,Luis Amarilla,Shot,,
2022-08-27,Minnesota Utd,Home,2,53,Luis Amarilla,0.11,,Off Target,10,Right Foot,Volley,Franco Fragapane,Pass (Live),,
2022-08-27,Minnesota Utd,Home,2,61,Luis Amarilla,0.16,0.20,Saved,11,Right Foot,,Alan Benítez,Pass (Live),Franco Fragapane,Pass (Live)
2022-08-27,Minnesota Utd,Home,2,84,Luis Amarilla,0.17,0.33,Goal,11,Right Foot,,Alan Benítez,Pass (Live),Emanuel Reynoso,Pass (Live)
2022-08-27,Minnesota Utd,Home,2,89,Luis Amarilla,0.04,,Off Target,37,Right Foot,,Luis Amarilla,Take-On,Michael Boxall,Interception
2022-08-27,Dynamo FC,Away,1,14,Fafà Picault,0.06,,Off Target,21,Right Foot,,Memo Rodriguez,Pass (Live),Adalberto Carrasquilla,Pass (Live)
2022-08-27,Dynamo FC,Away,1,20,Corey Baird,0.02,,Off Target,31,Left Foot,,Griffin Dorsey,Pass (Live),Corey Baird,Pass (Live)
2022-08-27,Dynamo FC,Away,1,45+1,Corey Baird,0.13,0.50,Goal,13,Right Foot,Volley,Griffin Dorsey,Pass (Live),Fafà Picault,Pass (Live)
2022-08-27,Dynamo FC,Away,1,45+6,Fafà Picault,0.04,,Off Target,13,Head,,Memo Rodriguez,Pass (Dead),,
2022-08-27,Dynamo FC,Away,2,63,Sebastián Ferreira,0.20,0.25,Saved,12,Right Foot,,Daniel Steres,Pass (Dead),Fafà Picault,Fouled
2022-08-27,Dynamo FC,Away,2,73,Griffin Dorsey,0.04,,Blocked,17,Left Foot,,Matías Vera,Pass (Live),Darwin Cerén,Pass (Live)
2022-08-27,Dynamo FC,Away,2,75,Fafà Picault,0.04,0.35,Saved,25,Right Foot,,Sebastián Ferreira,Pass (Live),Tim Parker,Pass (Live)
2022-08-27,Dynamo FC,Away,2,75,Fafà Picault,0.04,,Blocked,13,Right Foot,Volley,Fafà Picault,Shot,,
2022-08-27,Dynamo FC,Away,2,88,Sebastián Ferreira,0.14,,Off Target,10,Head,,Griffin Dorsey,Pass (Live),Fafà Picault,Pass (Dead)
2022-08-27,Charlotte,Home,1,8,Karol Świderski,0.05,,Blocked,15,Left Foot,Volley,Kerwin Vargas,Pass (Live),Ben Bender,Pass (Live)
2022-08-27,Charlotte,Home,1,17,Kerwin Vargas,0.04,0.10,Saved,17,Right Foot,Volley,Ben Bender,Pass (Live),Christian Fuchs,Pass (Live)
2022-08-27,Charlotte,Home,1,18,Brandt Bronico,0.05,,Off Target,28,Right Foot,,Kerwin Vargas,Shot,,
2022-08-27,Charlotte,Home,1,24,Kerwin Vargas,0.04,,Off Target,19,Right Foot,,Ben Bender,Pass (Live),Christian Fuchs,Pass (Live)
2022-08-27,Charlotte,Home,1,25,Ben Bender,0.04,,Blocked,18,Left Foot,,Christian Fuchs,Pass (Dead),Jaylin Lindsey,Pass (Live)
2022-08-27,Charlotte,Home,1,26,Kerwin Vargas,0.09,0.06,Saved,13,Head,,Karol Świderski,Pass (Live),Jaylin Lindsey,Pass (Live)
2022-08-27,Charlotte,Home,1,30,Jaylin Lindsey,0.02,0.06,Saved,29,Right Foot,,Ben Bender,Pass (Live),Christian Fuchs,Pass (Live)
