Date,Squad,Home_Away,Match_Half,Minute,Player,xG,PSxG,Outcome,Distance,Body Part,Notes,Player_SCA_1,Event_SCA_1,Player_SCA_2,Event_SCA_2
2022-07-12,Austin,Home,1,3,Žan Kolmanič,0.04,,Off Target,31,Left Foot,Free kick,Julio Cascante,Fouled,Julio Cascante,Take-On
2022-07-12,Austin,Home,1,15,Diego Fagúndez,0.06,0.32,Goal,26,Right Foot,Free kick,Sebastián Driussi,Fouled,,
2022-07-12,Austin,Home,1,37,Sebastián Driussi,0.35,,Off Target,6,Head,,Žan Kolmanič,Pass (Live),Diego Fagúndez,Pass (Live)
2022-07-12,Austin,Home,1,45,Žan Kolmanič,0.01,,Off Target,19,Left Foot,Volley,Ethan Finlay,Pass (Live),Sebastián Driussi,Pass (Live)
2022-07-12,Austin,Home,1,45+5,Maximiliano Urruti,0.06,,Off Target,14,Right Foot,,Sebastián Driussi,Fouled,Žan Kolmanič,Pass (Live)
2022-07-12,Austin,Home,2,50,Julio Cascante,0.20,,Blocked,6,Head,,Daniel Pereira,Pass (Live),Diego Fagúndez,Pass (Dead)
2022-07-12,Austin,Home,2,50,Ethan Finlay,0.10,,Off Target,8,Head,,Maximiliano Urruti,Pass (Live),Julio Cascante,Shot
2022-07-12,Austin,Home,2,55,Alexander Ring,0.05,,Blocked,25,Right Foot,,Nick Lima,Pass (Dead),,
2022-07-12,Austin,Home,2,56,Julio Cascante,0.08,,Off Target,10,Head,,Žan Kolmanič,Pass (Dead),Alexander Ring,Pass (Live)
2022-07-12,Austin,Home,2,57,Maximiliano Urruti,0.08,0.55,Goal,17,Right Foot,,Sebastián Driussi,Pass (Live),Sebastián Driussi,Take-On
2022-07-12,Austin,Home,2,59,Ethan Finlay,0.18,0.35,Saved,11,Right Foot,,Diego Fagúndez,Pass (Live),Alexander Ring,Pass (Live)
2022-07-12,Austin,Home,2,59,Diego Fagúndez,0.11,,Blocked,11,Right Foot,,Ethan Finlay,Pass (Live),Ethan Finlay,Shot
2022-07-12,Austin,Home,2,70,Alexander Ring,0.35,0.54,Goal,5,Head,,Ethan Finlay,Pass (Live),Maximiliano Urruti,Pass (Live)
2022-07-12,Austin,Home,2,82,Maximiliano Urruti,0.23,,Blocked,7,Right Foot,,Alexander Ring,Pass (Live),Diego Fagúndez,Pass (Live)
2022-07-12,Austin,Home,2,84,Rodney Redes,0.08,0.06,Saved,17,Right Foot,Deflected,Alexander Ring,Pass (Live),Diego Fagúndez,Pass (Live)
2022-07-12,Austin,Home,2,88,Rodney Redes,0.18,0.41,Saved,11,Right Foot,,Diego Fagúndez,Pass (Live),Felipe,Pass (Live)
2022-07-12,Dynamo FC,Away,1,11,Adalberto Carrasquilla,0.07,0.10,Goal,11,Right Foot,,Adalberto Carrasquilla,Take-On,Adam Lundqvist,Pass (Live)
2022-07-12,Dynamo FC,Away,2,69,Memo Rodriguez,0.04,,Off Target,18,Right Foot,,Darwin Quintero,Pass (Live),Zeca,Pass (Live)
2022-07-12,Dynamo FC,Away,2,77,Darwin Quintero,0.01,,Off Target,49,Right Foot,,,,,
2022-07-12,Dynamo FC,Away,2,84,Fafà Picault,0.24,0.20,Saved,14,Left Foot,,Darwin Quintero,Pass (Live),Héctor Herrera,Pass (Live)
2022-07-12,Dynamo FC,Away,2,84,Fafà Picault,0.21,,Blocked,12,Left Foot,,Fafà Picault,Shot,,
2022-07-12,Dynamo FC,Away,2,84,Memo Rodriguez,0.16,,Off Target,15,Right Foot,Volley,Fafà Picault,Shot,,
2022-07-12,Dynamo FC,Away,2,90+1,Memo Rodriguez,0.04,,Off Target,31,Right Foot,,Darwin Quintero,Pass (Live),Héctor Herrera,Pass (Live)
2022-07-12,Dynamo FC,Away,2,90+5,Griffin Dorsey,0.06,0.03,Saved,12,Head,,Þorleifur Úlfarsson,Pass (Live),Griffin Dorsey,Pass (Live)
2022-07-13,Minnesota Utd,Home,1,20,Bongokuhle Hlongwane,0.10,,Off Target,10,Right Foot,,Franco Fragapane,Pass (Live),Emanuel Reynoso,Pass (Live)
2022-07-13,Minnesota Utd,Home,1,32,Robin Lod,0.05,,Off Target,18,Left Foot,,Emanuel Reynoso,Pass (Dead),Franco Fragapane,Pass (Live)
2022-07-13,Minnesota Utd,Home,1,38,Luis Amarilla,0.06,0.06,Saved,21,Left Foot,,Franco Fragapane,Pass (Live),Emanuel Reynoso,Pass (Live)
2022-07-13,Minnesota Utd,Home,1,43,Bongokuhle Hlongwane,0.08,,Blocked,21,Left Foot,,Michael Boxall,Pass (Live),Wil Trapp,Pass (Live)
2022-07-13,Minnesota Utd,Home,2,47,Emanuel Reynoso,0.08,,Blocked,25,Left Foot,Free kick,Emanuel Reynoso,Fouled,Robin Lod,Pass (Live)
2022-07-13,Minnesota Utd,Home,2,52,Luis Amarilla,0.06,,Off Target,10,Head,,Kemar Lawrence,Pass (Live),Bakaye Dibassy,Pass (Live)
2022-07-13,Minnesota Utd,Home,2,60,Emanuel Reynoso,0.01,,Off Target,23,Left Foot,,Emanuel Reynoso,Take-On,Wil Trapp,Pass (Live)
2022-07-13,Minnesota Utd,Home,2,84,Luis Amarilla,0.23,0.13,Saved,8,Head,,Emanuel Reynoso,Pass (Live),D.J. Taylor,Pass (Live)
2022-07-13,Minnesota Utd,Home,2,84,Robin Lod,0.37,0.06,Saved,2,Left Foot,Volley,Emanuel Reynoso,Pass (Dead),Luis Amarilla,Shot
2022-07-13,Minnesota Utd,Home,2,85,Jacori Hayes,0.10,,Off Target,17,Right Foot,,Luis Amarilla,Pass (Live),Robin Lod,Shot
2022-07-13,Sporting KC,Away,1,7,Dániel Sallói,0.10,,Off Target,17,Right Foot,,Dániel Sallói,Take-On,Rémi Walter,Pass (Live)
2022-07-13,Sporting KC,Away,1,10,Dániel Sallói,0.02,0.26,Saved,31,Right Foot,,Dániel Sallói,Interception,,
2022-07-13,Sporting KC,Away,1,28,Cameron Duke,0.32,0.80,Saved,6,Right Foot,,Dániel Sallói,Pass (Live),Marinos Tzionis,Pass (Live)
2022-07-13,Sporting KC,Away,1,42,Marinos Tzionis,0.03,,Blocked,32,Right Foot,,Logan Ndenbe,Pass (Live),Oriol Rosell,Pass (Live)
2022-07-13,Sporting KC,Away,2,48,Felipe Hernandez,0.07,,Off Target,22,Right Foot,Volley,Dániel Sallói,Pass (Live),Marinos Tzionis,Pass (Live)
2022-07-13,Sporting KC,Away,2,54,Cameron Duke,0.02,,Blocked,29,Right Foot,,Felipe Hernandez,Pass (Live),Rémi Walter,Pass (Live)
2022-07-13,Sporting KC,Away,2,57,Dániel Sallói,0.02,,Off Target,31,Right Foot,,,,,
2022-07-13,Sporting KC,Away,2,61,Marinos Tzionis,0.02,0.16,Saved,31,Right Foot,,Marinos Tzionis,Take-On,,
2022-07-13,Sporting KC,Away,2,63,Johnny Russell,0.11,0.84,Goal,13,Left Foot,,Kayden Pierre,Pass (Live),Johnny Russell,Pass (Live)
2022-07-13,Sporting KC,Away,2,67,Johnny Russell,0.04,,Off Target,29,Left Foot,,Nicolas Isimat-Mirin,Interception,,
2022-07-13,Sporting KC,Away,2,77,Khiry Shelton,0.04,,Off Target,26,Right Foot,,,,,
2022-07-13,Sporting KC,Away,2,88,Johnny Russell,0.07,0.03,Saved,22,Left Foot,,Rémi Walter,Pass (Live),,
2022-07-13,LA Galaxy,Home,1,7,Efrain Alvarez,0.03,0.02,Saved,24,Left Foot,,Rayan Raveloson,Pass (Live),Daniel Aguirre,Pass (Live)
2022-07-13,LA Galaxy,Home,1,8,Efrain Alvarez,0.02,,Blocked,18,Left Foot,,Rayan Raveloson,Pass (Live),Efrain Alvarez,Pass (Live)
2022-07-13,LA Galaxy,Home,1,9,Julian Araujo,0.04,,Off Target,15,Right Foot,,Víctor Vázquez,Pass (Live),Efrain Alvarez,Pass (Live)
2022-07-13,LA Galaxy,Home,1,22,Raheem Edwards,0.06,,Saved off Target,19,Left Foot,,Raheem Edwards,Take-On,,
2022-07-13,LA Galaxy,Home,1,23,Samuel Grandsir,0.20,0.02,Saved,10,Right Foot,,Raheem Edwards,Pass (Live),Samuel Grandsir,Pass (Live)
2022-07-13,LA Galaxy,Home,1,24,Séga Coulibaly,0.10,,Blocked,6,Right Foot,,Efrain Alvarez,Pass (Live),Samuel Grandsir,Shot
2022-07-13,LA Galaxy,Home,1,28,Samuel Grandsir,0.05,,Off Target,17,Right Foot,Volley,,,,
2022-07-13,LA Galaxy,Home,1,35,Rayan Raveloson,0.08,,Blocked,17,Right Foot,,Samuel Grandsir,Pass (Live),Rayan Raveloson,Pass (Live)
2022-07-13,LA Galaxy,Home,1,36,Efrain Alvarez,0.06,,Blocked,15,Left Foot,,Raheem Edwards,Pass (Live),Efrain Alvarez,Pass (Live)
2022-07-13,LA Galaxy,Home,1,43,Efrain Alvarez,0.03,,Off Target,26,Left Foot,Free kick,Rayan Raveloson,Fouled,Julian Araujo,Pass (Live)
2022-07-13,LA Galaxy,Home,2,48,Dejan Joveljić,0.19,0.44,Goal,14,Right Foot,,Kevin Cabral,Pass (Live),Efrain Alvarez,Pass (Live)
2022-07-13,LA Galaxy,Home,2,50,Dejan Joveljić,0.06,0.03,Saved,21,Right Foot,,Douglas Costa,Pass (Live),Kevin Cabral,Pass (Live)
2022-07-13,LA Galaxy,Home,2,52,Efrain Alvarez,0.12,0.11,Saved,15,Left Foot,,Kevin Cabral,Pass (Live),Dejan Joveljić,Pass (Live)
2022-07-13,LA Galaxy,Home,2,56,Douglas Costa,0.02,,Off Target,26,Left Foot,,Julian Araujo,Pass (Live),Douglas Costa,Pass (Live)
2022-07-13,LA Galaxy,Home,2,58,Douglas Costa,0.04,0.29,Saved,26,Left Foot,,Derrick Williams,Pass (Live),Derrick Williams,Take-On
2022-07-13,LA Galaxy,Home,2,58,Kevin Cabral,0.06,,Blocked,21,Right Foot,Volley,Douglas Costa,Shot,,
2022-07-13,LA Galaxy,Home,2,59,Kevin Cabral,0.33,,Blocked,7,Right Foot,,Derrick Williams,Pass (Live),Rayan Raveloson,Pass (Live)
2022-07-13,LA Galaxy,Home,2,60,Douglas Costa,0.18,,Off Target,21,Left Foot,Free kick,Douglas Costa,Fouled,Kevin Cabral,Shot
2022-07-13,LA Galaxy,Home,2,62,Rayan Raveloson,0.06,,Blocked,21,Right Foot,,Kevin Cabral,Pass (Live),Dejan Joveljić,Pass (Live)
2022-07-13,LA Galaxy,Home,2,62,Dejan Joveljić,0.04,,Off Target,12,Head,,Douglas Costa,Pass (Live),Julian Araujo,Pass (Live)
2022-07-13,LA Galaxy,Home,2,64,Rayan Raveloson,0.07,,Blocked,16,Right Foot,,Douglas Costa,Pass (Live),Julian Araujo,Pass (Live)
2022-07-13,LA Galaxy,Home,2,74,Chase Gasper,0.05,,Blocked,14,Left Foot,,Rayan Raveloson,Pass (Live),Douglas Costa,Pass (Live)
2022-07-13,LA Galaxy,Home,2,87,Efrain Alvarez,0.28,0.35,Saved,14,Left Foot,,Kevin Cabral,Pass (Live),,
2022-07-13,LA Galaxy,Home,2,88,Dejan Joveljić,0.06,0.59,Goal,18,Left Foot,,Dejan Joveljić,Take-On,Douglas Costa,Pass (Live)
2022-07-13,LA Galaxy,Home,2,90+2,Kevin Cabral,0.08,,Blocked,10,Left Foot,,Sacha Kljestan,Pass (Live),Dejan Joveljić,Pass (Live)
2022-07-13,San Jose,Away,1,13,Cristian Espinoza (pen),0.79,0.99,Goal,13,Right Foot,,Benjamin Kikanovic,Fouled,Eric Remedi,Pass (Live)
2022-07-13,San Jose,Away,1,14,Jeremy Ebobisse,0.51,0.79,Goal,12,Right Foot,,Jamiro Monteiro,Pass (Live),,
2022-07-13,San Jose,Away,1,20,Paul Marie,0.03,,Off Target,25,Right Foot,,Nathan Cardoso,Pass (Live),,
2022-07-13,San Jose,Away,1,29,Cristian Espinoza,0.03,,Blocked,26,Right Foot,,Eric Remedi,Pass (Live),Marcos López,Pass (Live)
2022-07-13,San Jose,Away,1,40,Marcos López,0.14,0.78,Goal,9,Left Foot,,Marcos López,Take-On,Benjamin Kikanovic,Pass (Live)
2022-07-13,San Jose,Away,2,68,Paul Marie,0.04,,Blocked,15,Right Foot,,Ján Greguš,Pass (Live),Jamiro Monteiro,Pass (Live)
2022-07-13,San Jose,Away,2,68,Cade Cowell,0.03,0.15,Saved,20,Right Foot,Volley,Paul Marie,Shot,,
2022-07-13,San Jose,Away,2,72,Ján Greguš,0.04,,Off Target,26,Right Foot,,Cade Cowell,Pass (Live),Paul Marie,Pass (Live)
2022-07-13,San Jose,Away,2,73,Jamiro Monteiro,0.00,,Off Target,59,Right Foot,,,,,
2022-07-13,San Jose,Away,2,76,Jeremy Ebobisse,0.09,,Blocked,21,Right Foot,,Paul Marie,Pass (Live),Jamiro Monteiro,Pass (Live)
2022-07-13,San Jose,Away,2,80,Marcos López,0.04,,Off Target,16,Left Foot,,Jamiro Monteiro,Pass (Live),Tommy Thompson,Pass (Live)
2022-07-13,Chicago Fire,Home,1,4,Jhon Durán,0.27,0.29,Goal,18,Left Foot,,Chris Mueller,Pass (Live),,
2022-07-13,Chicago Fire,Home,1,7,Xherdan Shaqiri,0.15,0.07,Saved,9,Left Foot,Deflected,Jhon Durán,Pass (Live),Boris Sekulić,Pass (Live)
2022-07-13,Chicago Fire,Home,1,12,Chris Mueller,0.10,0.19,Saved,12,Right Foot,,Xherdan Shaqiri,Pass (Dead),Jhon Durán,Fouled
2022-07-13,Chicago Fire,Home,1,16,Jhon Durán,0.30,0.08,Goal,15,Left Foot,,Brian Gutiérrez,Pass (Live),Mauricio Pineda,Pass (Live)
2022-07-13,Chicago Fire,Home,1,38,Jhon Durán,0.03,0.39,Saved,33,Left Foot,,Federico Navarro,Pass (Live),,
2022-07-13,Chicago Fire,Home,1,42,Jhon Durán,0.07,,Off Target,10,Left Foot,,Boris Sekulić,Pass (Live),Chris Mueller,Pass (Live)
2022-07-13,Chicago Fire,Home,2,50,Jhon Durán,0.07,,Off Target,15,Right Foot,Volley,Chris Mueller,Pass (Dead),,
2022-07-13,Chicago Fire,Home,2,52,Jhon Durán,0.09,0.05,Saved,10,Head,,Carlos Terán,Pass (Dead),Boris Sekulić,Pass (Dead)
2022-07-13,Chicago Fire,Home,2,56,Brian Gutiérrez,0.03,,Off Target,19,Right Foot,,Mauricio Pineda,Pass (Live),Xherdan Shaqiri,Pass (Live)
2022-07-13,Chicago Fire,Home,2,75,Mauricio Pineda,0.04,,Blocked,14,Left Foot,,Xherdan Shaqiri,Pass (Live),,
2022-07-13,Chicago Fire,Home,2,75,Federico Navarro,0.06,,Blocked,24,Left Foot,,Mauricio Pineda,Shot,,
2022-07-13,Chicago Fire,Home,2,84,Kacper Przybyłko,0.06,,Off Target,30,Right Foot,,Stanislav Ivanov,Pass (Live),Carlos Terán,Pass (Live)
2022-07-13,Toronto FC,Away,1,18,Jesús Jiménez,0.08,,Off Target,16,Right Foot,,Deandre Kerr,Pass (Live),Kosi Thompson,Pass (Live)
2022-07-13,Toronto FC,Away,1,41,Mark-Anthony Kaye,0.07,0.43,Saved,24,Right Foot,,Michael Bradley,Pass (Live),Luca Petrasso,Pass (Live)
2022-07-13,Toronto FC,Away,1,44,Jayden Nelson,0.04,,Off Target,30,Right Foot,,Jonathan Osorio,Pass (Live),Kosi Thompson,Pass (Live)
2022-07-13,Toronto FC,Away,2,73,Domenico Criscito,0.03,0.17,Saved,28,Left Foot,,,,,
2022-07-13,Toronto FC,Away,2,73,Ayo Akinola,0.15,,Off Target,9,Head,,Domenico Criscito,Pass (Dead),Domenico Criscito,Shot
2022-07-13,Colorado Rapids,Home,1,3,Sam Nicholson,0.03,,Blocked,30,Left Foot,,Jonathan Lewis,Pass (Live),Lucas Esteves,Pass (Live)
2022-07-13,Colorado Rapids,Home,1,9,Sam Nicholson,0.05,,Blocked,16,Left Foot,,Sam Nicholson,Take-On,Bryan Acosta,Pass (Live)
2022-07-13,Colorado Rapids,Home,1,9,Collen Warner,0.02,,Blocked,28,Right Foot,,Sam Nicholson,Shot,,
2022-07-13,Colorado Rapids,Home,1,11,Jonathan Lewis,0.02,0.16,Saved,30,Right Foot,,Bryan Acosta,Pass (Live),Lalas Abubakar,Pass (Live)
2022-07-13,Colorado Rapids,Home,1,28,Steven Beitashour,0.06,,Blocked,21,Left Foot,,Collen Warner,Pass (Live),Jonathan Lewis,Pass (Live)
2022-07-13,Colorado Rapids,Home,1,29,Jonathan Lewis,0.12,,Woodwork,9,Right Foot,,Sam Nicholson,Pass (Live),Sam Nicholson,Take-On
2022-07-13,Colorado Rapids,Home,1,39,Gyasi Zardes,0.28,,Off Target,5,Head,,Bryan Acosta,Pass (Dead),Danny Wilson,Pass (Live)
2022-07-13,Colorado Rapids,Home,1,45+1,Max,0.09,,Blocked,27,Right Foot,,Jonathan Lewis,Pass (Live),Gyasi Zardes,Pass (Live)
2022-07-13,Colorado Rapids,Home,2,49,Gyasi Zardes,0.13,0.41,Saved,8,Head,,Sam Nicholson,Pass (Live),Collen Warner,Pass (Live)
2022-07-13,Colorado Rapids,Home,2,58,Jonathan Lewis,0.04,,Blocked,19,Right Foot,,Collen Warner,Pass (Live),Lucas Esteves,Pass (Live)
2022-07-13,Colorado Rapids,Home,2,61,Gyasi Zardes,0.21,,Off Target,6,Head,,Max,Pass (Live),Gyasi Zardes,Pass (Live)
2022-07-13,Colorado Rapids,Home,2,64,Diego Rubio,0.03,0.04,Saved,29,Right Foot,,Jonathan Lewis,Pass (Live),Diego Rubio,Pass (Live)
2022-07-13,Colorado Rapids,Home,2,65,Gyasi Zardes,0.55,1.00,Goal,4,Right Foot,,Michael Barrios,Pass (Live),Diego Rubio,Pass (Live)
2022-07-13,Colorado Rapids,Home,2,67,Max,0.08,0.02,Saved,22,Left Foot,Deflected,Diego Rubio,Pass (Live),Jonathan Lewis,Take-On
2022-07-13,Colorado Rapids,Home,2,67,Diego Rubio,0.02,,Off Target,27,Right Foot,,Lucas Esteves,Pass (Live),Max,Shot
2022-07-13,Colorado Rapids,Home,2,68,Diego Rubio,0.38,0.38,Saved,6,Head,,Gyasi Zardes,Pass (Live),Steven Beitashour,Pass (Dead)
2022-07-13,Colorado Rapids,Home,2,81,Diego Rubio,0.04,0.05,Saved,31,Right Foot,,Gyasi Zardes,Pass (Live),Max,Pass (Live)
2022-07-13,Colorado Rapids,Home,2,85,Diego Rubio,0.27,,Blocked,4,Head,,Bryan Acosta,Pass (Dead),,
2022-07-13,Colorado Rapids,Home,2,85,Keegan Rosenberry,0.02,,Off Target,28,Right Foot,,Bryan Acosta,Pass (Live),Diego Rubio,Shot
2022-07-13,Orlando City,Away,1,1,Júnior Urso,0.03,0.20,Saved,20,Left Foot,Deflected,Alexandre Pato,Pass (Live),Kyle Smith,Pass (Live)
2022-07-13,Orlando City,Away,1,5,Benji Michel,0.05,0.05,Saved,19,Right Foot,,Robin Jansson,Pass (Live),Antonio Carlos,Pass (Live)
2022-07-13,Orlando City,Away,1,7,Alexandre Pato,0.03,0.12,Saved,30,Right Foot,,Antonio Carlos,Pass (Live),Robin Jansson,Pass (Live)
2022-07-13,Orlando City,Away,1,15,Robin Jansson,0.06,,Off Target,23,Left Foot,Volley,Facundo Torres,Pass (Dead),Benji Michel,Fouled
2022-07-13,Orlando City,Away,1,18,Júnior Urso,0.03,,Blocked,13,Head,,Alexandre Pato,Pass (Dead),César Araujo,Pass (Live)
2022-07-13,Orlando City,Away,1,22,Facundo Torres,0.10,0.05,Goal,14,Left Foot,,,,,
2022-07-13,Orlando City,Away,1,34,Benji Michel,0.03,,Blocked,28,Right Foot,,Kyle Smith,Pass (Live),,
2022-07-13,Orlando City,Away,2,60,Benji Michel,0.05,,Off Target,13,Right Foot,,Tesho Akindele,Pass (Live),Pedro Gallese,Pass (Live)
2022-07-13,Orlando City,Away,2,63,Facundo Torres,0.08,,Blocked,16,Left Foot,,Benji Michel,Pass (Live),Mauricio Pereyra,Pass (Live)
2022-07-13,Orlando City,Away,2,70,Tesho Akindele,0.06,,Blocked,17,Right Foot,,Mauricio Pereyra,Pass (Live),Facundo Torres,Pass (Live)
2022-07-13,Orlando City,Away,2,83,Robin Jansson,0.12,,Blocked,21,Left Foot,Free kick,Mauricio Pereyra,Pass (Dead),Benji Michel,Fouled
2022-07-13,Orlando City,Away,2,87,Antonio Carlos,0.07,,Blocked,15,Right Foot,,Rodrigo Schlegel,Pass (Live),Rodrigo Schlegel,Fouled
2022-07-13,Atlanta Utd,Home,1,6,Alan Franco,0.11,0.07,Saved,9,Head,,Thiago Almada,Pass (Dead),Matheus Rossetto,Pass (Live)
2022-07-13,Atlanta Utd,Home,1,7,Ronaldo Cisneros,0.30,0.90,Goal,13,Left Foot,,Ronaldo Cisneros,Take-On,Thiago Almada,Pass (Live)
2022-07-13,Atlanta Utd,Home,1,10,Matheus Rossetto,0.02,,Off Target,35,Right Foot,,Thiago Almada,Pass (Live),Matheus Rossetto,Pass (Live)
2022-07-13,Atlanta Utd,Home,1,20,Ronaldo Cisneros,0.12,0.06,Saved,15,Right Foot,,Thiago Almada,Pass (Live),Thiago Almada,Take-On
2022-07-13,Atlanta Utd,Home,1,25,Marcelino Moreno,0.02,,Off Target,35,Right Foot,,,,,
2022-07-13,Atlanta Utd,Home,1,30,Thiago Almada,0.06,0.12,Saved,22,Right Foot,,Caleb Wiley,Pass (Live),Thiago Almada,Pass (Live)
2022-07-13,Atlanta Utd,Home,1,33,Ronaldo Cisneros,0.18,0.49,Goal,19,Left Foot,,Matheus Rossetto,Pass (Live),,
2022-07-13,Atlanta Utd,Home,1,43,Marcelino Moreno,0.03,,Blocked,28,Right Foot,,Thiago Almada,Pass (Live),George Campbell,Pass (Live)
2022-07-13,Atlanta Utd,Home,1,43,Matheus Rossetto,0.04,,Off Target,20,Left Foot,,Aiden McFadden,Pass (Dead),Marcelino Moreno,Shot
2022-07-13,Atlanta Utd,Home,1,45+1,Marcelino Moreno,0.08,0.45,Saved,27,Right Foot,Free kick,Marcelino Moreno,Fouled,,
2022-07-13,Atlanta Utd,Home,2,55,Aiden McFadden,0.03,0.04,Saved,13,Head,,Thiago Almada,Pass (Live),Marcelino Moreno,Pass (Live)
2022-07-13,Atlanta Utd,Home,2,64,Thiago Almada,0.08,,Woodwork,20,Right Foot,,Alan Franco,Pass (Live),Juan José Sánchez,Pass (Live)
2022-07-13,Atlanta Utd,Home,2,67,Marcelino Moreno,0.12,,Off Target,12,Right Foot,,Aiden McFadden,Pass (Live),Caleb Wiley,Pass (Live)
2022-07-13,Atlanta Utd,Home,2,79,Machop Malual,0.13,,Off Target,12,Right Foot,,Amar Sejdic,Pass (Live),Alan Franco,Pass (Live)
2022-07-13,Real Salt Lake,Away,1,16,Justin Meram,0.05,,Blocked,19,Right Foot,,Pablo Ruíz,Pass (Live),Erik Holt,Pass (Live)
2022-07-13,Real Salt Lake,Away,1,32,Rubio Rubin,0.04,0.40,Saved,16,Right Foot,,Andrew Brody,Pass (Live),Rubio Rubin,Pass (Live)
2022-07-13,Real Salt Lake,Away,1,37,Johan Kappelhof,0.39,0.74,Goal,7,Head,,Justin Meram,Pass (Live),Andrew Brody,Pass (Live)
2022-07-13,Real Salt Lake,Away,1,38,Justin Meram,0.04,,Off Target,19,Left Foot,Volley,Andrew Brody,Pass (Live),Aaron Herrera,Pass (Live)
2022-07-13,Real Salt Lake,Away,1,41,Justin Meram,0.07,,Blocked,17,Right Foot,,Justin Meram,Take-On,Johan Kappelhof,Interception
2022-07-13,Real Salt Lake,Away,2,47,Jasper Löffelsend,0.02,,Blocked,32,Right Foot,Volley,Aaron Herrera,Pass (Live),Erik Holt,Pass (Live)
2022-07-13,Real Salt Lake,Away,2,48,Nick Besler,0.03,,Off Target,29,Right Foot,,Jasper Löffelsend,Shot,,
2022-07-13,Real Salt Lake,Away,2,60,Justin Meram,0.08,0.02,Saved,30,Right Foot,Free kick,Justin Meram,Fouled,Nick Besler,Pass (Live)
2022-07-13,Real Salt Lake,Away,2,88,Sergio Córdova,0.06,0.05,Saved,15,Right Foot,,Aaron Herrera,Pass (Live),,
2022-07-13,Real Salt Lake,Away,2,90+4,Zac MacMath,0.00,,Off Target,17,Left Foot,,Bode Davis,Pass (Live),Aaron Herrera,Pass (Dead)
2022-07-13,Nashville,Home,1,14,Hany Mukhtar,0.09,0.24,Saved,29,Right Foot,Free kick,Randall Leal,Fouled,Hany Mukhtar,Pass (Live)
2022-07-13,Nashville,Home,1,18,C.J. Sapong,0.04,,Off Target,27,Left Foot,,Dax McCarty,Pass (Live),Daniel Lovitz,Pass (Dead)
2022-07-13,Nashville,Home,1,22,Hany Mukhtar,0.08,0.44,Saved,12,Head,,Alex Muyl,Pass (Live),Sean Davis,Pass (Live)
2022-07-13,Nashville,Home,1,26,Sean Davis,0.06,,Blocked,10,Left Foot,Volley,Hany Mukhtar,Pass (Live),C.J. Sapong,Pass (Live)
2022-07-13,Nashville,Home,1,26,C.J. Sapong,0.45,,Blocked,5,Right Foot,,Sean Davis,Shot,,
2022-07-13,Nashville,Home,1,31,Hany Mukhtar,0.03,0.47,Saved,27,Right Foot,Free kick,Randall Leal,Fouled,Daniel Lovitz,Pass (Live)
2022-07-13,Nashville,Home,1,34,Randall Leal,0.02,,Off Target,25,Right Foot,,Walker Zimmerman,Pass (Live),Jack Maher,Pass (Live)
2022-07-13,Nashville,Home,1,36,Randall Leal,0.04,,Off Target,27,Right Foot,Volley,Jack Maher,Pass (Live),,
2022-07-13,Nashville,Home,1,44,Hany Mukhtar,0.36,0.83,Goal,14,Right Foot,,C.J. Sapong,Pass (Live),Randall Leal,Pass (Live)
2022-07-13,Nashville,Home,2,47,Daniel Lovitz,0.04,,Blocked,15,Left Foot,Volley,Eric Miller,Pass (Live),C.J. Sapong,Pass (Live)
2022-07-13,Nashville,Home,2,77,Randall Leal,0.03,,Off Target,32,Right Foot,,Hany Mukhtar,Pass (Live),Daniel Lovitz,Pass (Live)
2022-07-13,Nashville,Home,2,82,Walker Zimmerman,0.07,,Blocked,8,Head,,Hany Mukhtar,Pass (Dead),,
2022-07-13,Seattle,Away,1,2,Cristian Roldan,0.03,0.09,Saved,25,Right Foot,,,,,
2022-07-13,Seattle,Away,1,45+1,Jimmy Medranda,0.13,,Blocked,13,Left Foot,,Fredy Montero,Pass (Live),,
2022-07-13,Seattle,Away,2,58,Danny Leyva,0.03,,Off Target,31,Right Foot,,Nicolás Lodeiro,Pass (Live),Will Bruin,Pass (Live)
2022-07-13,Seattle,Away,2,68,Nouhou Tolo,0.04,0.43,Saved,16,Left Foot,Deflected,Jordan Morris,Pass (Live),Will Bruin,Pass (Live)
2022-07-13,Seattle,Away,2,73,Jordan Morris,0.05,,Off Target,27,Right Foot,,Will Bruin,Pass (Live),Albert Rusnák,Pass (Live)
2022-07-13,Seattle,Away,2,75,Will Bruin,0.38,,Off Target,7,Right Foot,,Nouhou Tolo,Pass (Live),Nicolás Lodeiro,Pass (Live)
2022-07-13,Seattle,Away,2,86,Albert Rusnák,0.06,,Off Target,23,Right Foot,Free kick,,Fouled,Nicolás Lodeiro,Pass (Live)
2022-07-13,Seattle,Away,2,90+3,Cristian Roldan,0.03,,Off Target,6,Right Foot,Volley,Danny Leyva,Pass (Live),Nouhou Tolo,Pass (Dead)
2022-07-13,Seattle,Away,2,90+4,Danny Leyva,0.02,,Blocked,29,Right Foot,,Léo Chú,Pass (Live),Nouhou Tolo,Pass (Live)
2022-07-13,FC Cincinnati,Home,1,3,Álvaro Barreal,0.15,0.28,Goal,19,Left Foot,,Álvaro Barreal,Take-On,Brenner,Pass (Live)
2022-07-13,FC Cincinnati,Home,1,11,Brandon Vazquez,0.05,0.11,Saved,25,Right Foot,,Obinna Nwobodo,Tackle,,
