Date,Squad,Home_Away,Match_Half,Minute,Player,xG,PSxG,Outcome,Distance,Body Part,Notes,Player_SCA_1,Event_SCA_1,Player_SCA_2,Event_SCA_2
2021-10-20,Colorado Rapids,Home,2,50,Danny Wilson,0.00,,Blocked,14,Head,,Auston Trusty,Pass (Live),Jack Price,Pass (Dead)
2021-10-20,Colorado Rapids,Home,2,57,Jonathan Lewis,0.03,,Off Target,25,Right Foot,Volley,,,,
2021-10-20,Colorado Rapids,Home,2,57,Auston Trusty,0.14,,Off Target,8,Head,,Jonathan Lewis,Shot,,
2021-10-20,Colorado Rapids,Home,2,60,Auston Trusty,0.08,,Off Target,9,Head,,Jack Price,Pass (Dead),Jonathan Lewis,Pass (Live)
2021-10-20,Colorado Rapids,Home,2,66,Dominique Badji,0.23,0.40,Goal,6,Head,,Jack Price,Pass (Dead),Auston Trusty,Pass (Live)
2021-10-20,Colorado Rapids,Home,2,70,Cole Bassett,0.02,,Off Target,27,Right Foot,,Auston Trusty,Pass (Live),Auston Trusty,Take-On
2021-10-20,Colorado Rapids,Home,2,71,Jonathan Lewis,0.06,,Blocked,15,Right Foot,,Mark-Anthony Kaye,Pass (Live),Michael Barrios,Pass (Live)
2021-10-20,Colorado Rapids,Home,2,90+2,Nicolás Mezquida,0.08,,Off Target,29,Right Foot,Free kick,Cole Bassett,Fouled,Jack Price,Pass (Live)
2021-10-20,Seattle,Away,1,22,Fredy Montero,0.03,0.03,Saved,18,Left Foot,,Cristian Roldan,Pass (Live),Jimmy Medranda,Interception
2021-10-20,Seattle,Away,1,22,Cristian Roldan,0.05,,Blocked,22,Left Foot,,Fredy Montero,Shot,,
2021-10-20,Seattle,Away,1,31,Nicolas Benezet,0.08,,Off Target,21,Right Foot,,Cristian Roldan,Pass (Live),Fredy Montero,Pass (Live)
2021-10-20,Seattle,Away,1,34,Fredy Montero,0.25,,Off Target,7,Head,,João Paulo Mior,Pass (Live),Alex Roldan,Pass (Live)
2021-10-20,Seattle,Away,1,38,Fredy Montero,0.03,0.04,Saved,30,Right Foot,,Jimmy Medranda,Pass (Live),Cristian Roldan,Pass (Live)
2021-10-20,Seattle,Away,1,44,Fredy Montero,0.11,,Off Target,11,Right Foot,,Jimmy Medranda,Pass (Live),Fredy Montero,Pass (Live)
2021-10-20,Seattle,Away,2,54,João Paulo Mior,0.41,0.05,Saved,10,Right Foot,,João Paulo Mior,Take-On,João Paulo Mior,Interception
2021-10-20,Seattle,Away,2,67,Alex Roldan,0.08,,Off Target,16,Left Foot,,Nicolas Benezet,Pass (Live),Joshua Atencio,Pass (Live)
2021-10-20,Seattle,Away,2,81,Cristian Roldan,0.35,0.80,Goal,4,Left Foot,,Stefan Frei,Pass (Live),Yeimar Gómez Andrade,Pass (Live)
2021-10-20,Portland Timbers,Home,1,5,Pablo Bonilla,0.05,,Off Target,17,Left Foot,Volley,Dairon Asprilla,Pass (Live),Cristhian Paredes,Pass (Live)
2021-10-20,Portland Timbers,Home,1,9,Cristhian Paredes,0.02,,Blocked,15,Right Foot,Volley,Yimmi Chará,Pass (Dead),,
2021-10-20,Portland Timbers,Home,1,9,Sebastián Blanco,0.19,,Woodwork,7,Left Foot,,Cristhian Paredes,Shot,,
2021-10-20,Portland Timbers,Home,1,15,Felipe Mora,0.05,,Blocked,13,Head,,Sebastián Blanco,Pass (Live),Felipe Mora,Pass (Live)
2021-10-20,Portland Timbers,Home,1,15,Yimmi Chará,0.18,0.43,Goal,16,Left Foot,,Cristhian Paredes,Pass (Live),Felipe Mora,Shot
2021-10-20,Portland Timbers,Home,1,27,Dairon Asprilla,0.05,0.27,Saved,27,Right Foot,,Yimmi Chará,Pass (Live),Cristhian Paredes,Pass (Live)
2021-10-20,Portland Timbers,Home,1,27,Cristhian Paredes,0.08,,Off Target,11,Head,,Yimmi Chará,Pass (Dead),Dairon Asprilla,Shot
2021-10-20,Portland Timbers,Home,1,42,Dairon Asprilla,0.34,0.63,Goal,11,Right Foot,,,,,
2021-10-20,Portland Timbers,Home,2,54,Felipe Mora,0.15,,Off Target,4,Right Foot,Volley,Sebastián Blanco,Pass (Live),Yimmi Chará,Pass (Live)
2021-10-20,Portland Timbers,Home,2,74,Larrys Mabiala,0.03,,Off Target,14,Head,,Yimmi Chará,Pass (Dead),Felipe Mora,Pass (Live)
2021-10-20,Portland Timbers,Home,2,90+1,Santiago Moreno,0.02,,Off Target,30,Right Foot,Volley,Dario Župarić,Pass (Live),George Fochive,Pass (Live)
2021-10-20,Portland Timbers,Home,2,90+5,Diego Valeri,0.05,,Off Target,12,Right Foot,,Zac McGraw,Pass (Live),Larrys Mabiala,Pass (Live)
2021-10-20,Vancouver,Away,1,4,Javain Brown,0.03,,Off Target,18,Right Foot,Volley,Marcus Godinho,Pass (Live),Lucas Cavallini,Pass (Live)
2021-10-20,Vancouver,Away,1,29,Marcus Godinho,0.12,,Off Target,16,Left Foot,,Lucas Cavallini,Take-On,Russell Teibert,Pass (Live)
2021-10-20,Vancouver,Away,1,35,Javain Brown,0.06,,Off Target,11,Head,,Ryan Gauld,Pass (Dead),Ryan Gauld,Pass (Live)
2021-10-20,Vancouver,Away,1,40,Deiber Caicedo,0.02,,Off Target,30,Right Foot,,Deiber Caicedo,Take-On,,
2021-10-20,Vancouver,Away,1,44,Lucas Cavallini,0.08,,Off Target,16,Left Foot,,Ryan Gauld,Take-On,Marcus Godinho,Pass (Live)
2021-10-20,Vancouver,Away,2,56,Lucas Cavallini,0.06,0.23,Saved,30,Left Foot,Free kick,Cristián Dajome,Fouled,Russell Teibert,Pass (Live)
2021-10-20,Vancouver,Away,2,63,Deiber Caicedo,0.35,0.95,Goal,14,Right Foot,,Janio Bikel,Pass (Live),,
2021-10-20,Vancouver,Away,2,71,Brian White,0.09,,Off Target,8,Head,,Bruno Gaspar,Pass (Live),Deiber Caicedo,Pass (Live)
2021-10-20,Vancouver,Away,2,76,Brian White,0.11,0.32,Goal,9,Head,,Bruno Gaspar,Pass (Live),Deiber Caicedo,Pass (Live)
2021-10-20,Vancouver,Away,2,82,Cristián Dajome (pen),0.79,0.97,Goal,13,Right Foot,,Cristián Dajome,Fouled,Ryan Gauld,Pass (Live)
2021-10-20,Vancouver,Away,2,87,Bruno Gaspar,0.04,,Off Target,25,Right Foot,,Maxime Crépeau,Pass (Dead),Ryan Gauld,Fouled
2021-10-20,San Jose,Home,1,14,Nathan Cardoso,0.04,0.08,Saved,13,Head,,Javier Eduardo López,Pass (Dead),Marcos López,Fouled
2021-10-20,San Jose,Home,1,18,Jeremy Ebobisse,0.06,0.04,Saved,27,Left Foot,,Tommy Thompson,Pass (Live),Jackson Yueill,Pass (Live)
2021-10-20,San Jose,Home,1,31,Andrés Ríos,0.10,,Blocked,11,Left Foot,,Andrés Ríos,Take-On,Marcos López,Pass (Live)
2021-10-20,San Jose,Home,1,31,Eric Remedi,0.06,,Off Target,21,Head,,Andrés Ríos,Shot,,
2021-10-20,San Jose,Home,1,32,Javier Eduardo López,0.05,,Blocked,5,Left Foot,,Tommy Thompson,Pass (Live),Eric Remedi,Pass (Live)
2021-10-20,San Jose,Home,1,36,Benjamin Kikanovic,0.03,,Off Target,20,Right Foot,,Andrés Ríos,Pass (Live),Javier Eduardo López,Pass (Live)
2021-10-20,San Jose,Home,1,41,Jeremy Ebobisse,0.23,0.32,Saved,14,Left Foot,,Eric Remedi,Pass (Live),Tommy Thompson,Interception
2021-10-20,San Jose,Home,2,47,Javier Eduardo López,0.20,0.57,Goal,8,Left Foot,,,,,
2021-10-20,San Jose,Home,2,53,Benjamin Kikanovic,0.48,0.72,Goal,16,Right Foot,,Eric Remedi,Pass (Live),Eric Remedi,Tackle
2021-10-20,San Jose,Home,2,59,Chris Wondolowski,0.14,0.26,Goal,16,Right Foot,Volley,,,,
2021-10-20,San Jose,Home,2,65,Cade Cowell,0.12,,Blocked,15,Left Foot,,Cade Cowell,Pass (Live),J.T. Marcinkowski,Pass (Dead)
2021-10-20,San Jose,Home,2,67,Carlos Fierro,0.08,,Off Target,18,Right Foot,,Cade Cowell,Pass (Live),Carlos Fierro,Pass (Live)
2021-10-20,San Jose,Home,2,73,Nathan Cardoso,0.05,,Off Target,11,Head,,Cristian Espinoza,Pass (Dead),Chris Wondolowski,Pass (Live)
2021-10-20,San Jose,Home,2,78,Cristian Espinoza,0.16,,Off Target,13,Right Foot,,Jackson Yueill,Pass (Live),Marcos López,Pass (Live)
2021-10-20,San Jose,Home,2,80,Nathan Cardoso,0.05,,Off Target,25,Left Foot,,Nathan Cardoso,Tackle,,
2021-10-20,San Jose,Home,2,81,Chris Wondolowski,0.12,,Blocked,21,Left Foot,,Cade Cowell,Take-On,Marcos López,Pass (Live)
2021-10-20,San Jose,Home,2,84,Carlos Fierro,0.09,0.38,Saved,19,Right Foot,,Cade Cowell,Pass (Live),Cristian Espinoza,Pass (Live)
2021-10-20,San Jose,Home,2,85,Carlos Fierro,0.25,0.43,Goal,6,Head,,Cristian Espinoza,Pass (Dead),Carlos Fierro,Shot
2021-10-20,San Jose,Home,2,88,Carlos Fierro,0.28,0.36,Saved,15,Left Foot,,Jackson Yueill,Pass (Live),Cristian Espinoza,Pass (Live)
2021-10-20,San Jose,Home,2,90,Cade Cowell,0.03,,Off Target,16,Right Foot,,Carlos Fierro,Pass (Live),Nathan Cardoso,Pass (Live)
2021-10-20,Austin,Away,1,2,Alexander Ring,0.04,0.20,Saved,27,Right Foot,,Sebastián Driussi,Pass (Live),Moussa Djitte,Pass (Live)
2021-10-20,Austin,Away,1,3,Sebastián Driussi,0.11,,Blocked,17,Left Foot,,Alexander Ring,Pass (Live),Tomas Pochettino,Pass (Live)
2021-10-20,Austin,Away,1,4,Sebastián Driussi,0.03,0.05,Saved,24,Right Foot,"Deflected, Volley",Diego Fagúndez,Pass (Dead),,
2021-10-20,Austin,Away,1,22,Sebastián Driussi,0.04,,Blocked,20,Right Foot,,Diego Fagúndez,Pass (Dead),Jhohan Romaña,Pass (Live)
2021-10-20,Austin,Away,1,22,Julio Cascante,0.17,,Off Target,7,Head,,Žan Kolmanič,Pass (Dead),Sebastián Driussi,Shot
2021-10-20,Austin,Away,2,49,Žan Kolmanič,0.03,0.14,Saved,15,Left Foot,Volley,Rodney Redes,Pass (Live),Sebastián Driussi,Pass (Live)
2021-10-20,Austin,Away,2,49,Sebastián Driussi,0.11,,Off Target,12,Head,,Žan Kolmanič,Pass (Live),Sebastián Driussi,Pass (Live)
2021-10-20,Austin,Away,2,51,Tomas Pochettino,0.08,,Blocked,25,Right Foot,,Sebastián Driussi,Pass (Live),Sebastián Driussi,Take-On
2021-10-20,Austin,Away,2,53,Tomas Pochettino,0.05,,Blocked,16,Right Foot,Volley,Tomas Pochettino,Take-On,,
2021-10-20,Austin,Away,2,56,Sebastián Driussi,0.07,,Blocked,21,Right Foot,"Deflected, Volley",Rodney Redes,Fouled,Tomas Pochettino,Pass (Live)
2021-10-20,Austin,Away,2,61,Sebastián Driussi,0.03,,Off Target,32,Right Foot,,Jhohan Romaña,Pass (Live),,
2021-10-20,Austin,Away,2,76,Jhohan Romaña,0.14,,Off Target,13,Right Foot,,Rodney Redes,Pass (Live),Alexander Ring,Pass (Live)
2021-10-20,Austin,Away,2,79,Diego Fagúndez,0.03,,Blocked,25,Right Foot,,McKinze Gaines,Pass (Live),Diego Fagúndez,Pass (Live)
2021-10-20,Austin,Away,2,83,Jhohan Romaña,0.05,0.17,Saved,9,Head,,Tomas Pochettino,Pass (Dead),Daniel Pereira,Pass (Live)
2021-10-20,Austin,Away,2,87,Kekuta Manneh,0.03,,Blocked,32,Right Foot,,Rodney Redes,Pass (Live),Rodney Redes,Take-On
2021-10-20,Nashville,Home,1,1,Hany Mukhtar,0.09,,Blocked,14,Right Foot,,C.J. Sapong,Pass (Live),Aníbal Godoy,Pass (Live)
2021-10-20,Nashville,Home,1,1,Randall Leal,0.07,,Off Target,26,Right Foot,,Aníbal Godoy,Pass (Live),Hany Mukhtar,Shot
2021-10-20,Nashville,Home,1,4,Hany Mukhtar,0.05,,Blocked,18,Left Foot,,Randall Leal,Take-On,Taylor Washington,Pass (Dead)
2021-10-20,Nashville,Home,1,9,Randall Leal,0.02,,Off Target,32,Right Foot,,Walker Zimmerman,Pass (Live),Dax McCarty,Pass (Dead)
2021-10-20,Nashville,Home,1,13,Walker Zimmerman,0.07,0.05,Saved,11,Head,,Hany Mukhtar,Pass (Dead),Dax McCarty,Pass (Live)
2021-10-20,Nashville,Home,1,14,Walker Zimmerman,0.04,0.26,Saved,11,Head,,Hany Mukhtar,Pass (Live),Hany Mukhtar,Take-On
2021-10-20,Nashville,Home,1,18,Aníbal Godoy,0.10,,Blocked,18,Left Foot,,Hany Mukhtar,Pass (Live),C.J. Sapong,Pass (Live)
2021-10-20,Nashville,Home,1,45+3,C.J. Sapong,0.04,,Off Target,17,Left Foot,,Dax McCarty,Pass (Live),C.J. Sapong,Pass (Live)
2021-10-20,Nashville,Home,2,47,C.J. Sapong,0.21,,Off Target,10,Head,,Randall Leal,Pass (Live),Walker Zimmerman,Pass (Live)
2021-10-20,Nashville,Home,2,77,Hany Mukhtar,0.18,0.12,Goal,9,Right Foot,,Daniel Armando Ríos,Pass (Live),Arnaud Ake,Pass (Live)
2021-10-20,Nashville,Home,2,82,Daniel Armando Ríos,0.09,0.41,Saved,15,Right Foot,,Daniel Armando Ríos,Take-On,Daniel Armando Ríos,Interception
2021-10-20,Nashville,Home,2,86,Hany Mukhtar,0.05,,Off Target,15,Left Foot,,Hany Mukhtar,Take-On,David Romney,Pass (Live)
2021-10-20,Nashville,Home,2,90,Walker Zimmerman,0.05,,Off Target,13,Head,,Hany Mukhtar,Pass (Dead),Hany Mukhtar,Fouled
2021-10-20,Columbus Crew,Away,1,18,Lucas Zelarayán,0.04,0.06,Saved,21,Right Foot,,Waylon Francis,Pass (Live),Josh Williams,Pass (Live)
2021-10-20,Columbus Crew,Away,1,26,Jonathan Mensah,0.07,0.17,Saved,10,Head,,Waylon Francis,Pass (Live),Darlington Nagbe,Pass (Live)
2021-10-20,Columbus Crew,Away,1,36,Lucas Zelarayán,0.03,0.14,Saved,31,Right Foot,,Darlington Nagbe,Pass (Live),Waylon Francis,Pass (Live)
2021-10-20,Columbus Crew,Away,1,39,Gyasi Zardes,0.09,,Blocked,19,Left Foot,,Lucas Zelarayán,Pass (Live),Lucas Zelarayán,Take-On
2021-10-20,Columbus Crew,Away,1,41,Pedro Santos,0.06,0.07,Saved,24,Right Foot,,Derrick Etienne,Pass (Live),Lucas Zelarayán,Pass (Live)
2021-10-20,Columbus Crew,Away,2,54,Liam Fraser,0.05,,Off Target,28,Right Foot,,Lucas Zelarayán,Pass (Live),Derrick Etienne,Pass (Live)
2021-10-20,Columbus Crew,Away,2,57,Lucas Zelarayán,0.06,,Off Target,15,Right Foot,Volley,Steven Moreira,Pass (Live),Jonathan Mensah,Pass (Live)
2021-10-20,Columbus Crew,Away,2,63,Pedro Santos,0.02,,Blocked,31,Left Foot,,Darlington Nagbe,Pass (Live),Lucas Zelarayán,Pass (Live)
2021-10-20,Columbus Crew,Away,2,74,Lucas Zelarayán,0.06,,Off Target,23,Right Foot,,Waylon Francis,Pass (Live),Darlington Nagbe,Pass (Live)
2021-10-20,Columbus Crew,Away,2,75,Lucas Zelarayán,0.06,0.63,Goal,16,Right Foot,,Pedro Santos,Pass (Live),Miguel Berry,Pass (Live)
2021-10-20,Columbus Crew,Away,2,81,Jonathan Mensah,0.09,0.03,Saved,8,Head,,Lucas Zelarayán,Pass (Dead),Steven Moreira,Pass (Live)
2021-10-20,Dynamo FC,Home,1,4,Darwin Quintero,0.14,0.19,Saved,30,Right Foot,Free kick,Adalberto Carrasquilla,Fouled,,
2021-10-20,Dynamo FC,Home,1,4,Sam Junqua,0.04,0.05,Saved,13,Head,,Darwin Quintero,Pass (Dead),Darwin Quintero,Shot
2021-10-20,Dynamo FC,Home,1,6,Fafà Picault,0.05,0.09,Saved,19,Right Foot,,Maximiliano Urruti,Pass (Live),Maximiliano Urruti,Take-On
2021-10-20,Dynamo FC,Home,1,12,Maximiliano Urruti,0.18,,Off Target,13,Right Foot,,Darwin Quintero,Pass (Live),Maximiliano Urruti,Pass (Live)
2021-10-20,Dynamo FC,Home,1,20,Fafà Picault,0.14,,Off Target,9,Head,,Griffin Dorsey,Pass (Live),Darwin Quintero,Pass (Live)
2021-10-20,Dynamo FC,Home,1,23,Maximiliano Urruti,0.44,,Off Target,11,Right Foot,,Darwin Quintero,Pass (Live),Darwin Cerén,Pass (Live)
2021-10-20,Dynamo FC,Home,1,24,Darwin Quintero,0.04,,Blocked,28,Left Foot,,Darwin Cerén,Pass (Live),Adalberto Carrasquilla,Pass (Live)
2021-10-20,Dynamo FC,Home,1,26,Fafà Picault,0.20,,Off Target,13,Left Foot,,Darwin Cerén,Pass (Live),Griffin Dorsey,Pass (Live)
2021-10-20,Dynamo FC,Home,1,35,Maynor Figueroa,0.02,,Off Target,35,Left Foot,,Griffin Dorsey,Pass (Live),Darwin Quintero,Pass (Live)
2021-10-20,Dynamo FC,Home,1,41,Darwin Quintero,0.07,,Blocked,21,Right Foot,,Sam Junqua,Pass (Live),Maynor Figueroa,Pass (Live)
2021-10-20,Dynamo FC,Home,1,41,Fafà Picault,0.02,,Off Target,14,Head,,Darwin Quintero,Shot,,
2021-10-20,Dynamo FC,Home,2,54,Darwin Quintero,0.06,,Off Target,14,Left Foot,,Tyler Pasher,Pass (Live),Darwin Quintero,Pass (Live)
2021-10-20,Dynamo FC,Home,2,62,Memo Rodriguez,0.03,,Off Target,34,Right Foot,,Darwin Quintero,Pass (Live),Joe Corona,Pass (Live)
2021-10-20,Dynamo FC,Home,2,65,Fafà Picault,0.08,,Off Target,23,Right Foot,,Fafà Picault,Take-On,Tyler Pasher,Pass (Live)
2021-10-20,Dynamo FC,Home,2,73,Darwin Quintero,0.09,,Blocked,16,Right Foot,,Darwin Quintero,Take-On,Tyler Pasher,Pass (Live)
2021-10-20,Dynamo FC,Home,2,75,Memo Rodriguez,0.07,0.10,Saved,22,Right Foot,,Tyler Pasher,Pass (Live),Tyler Pasher,Take-On
2021-10-20,Dynamo FC,Home,2,76,Darwin Quintero,0.13,0.09,Saved,13,Right Foot,,,,,
2021-10-20,Dynamo FC,Home,2,76,Fafà Picault,0.03,0.05,Saved,18,Right Foot,,Memo Rodriguez,Pass (Live),Joe Corona,Pass (Live)
2021-10-20,Dynamo FC,Home,2,80,Memo Rodriguez,0.07,0.06,Saved,16,Left Foot,,Joe Corona,Pass (Live),Darwin Quintero,Pass (Live)
2021-10-20,Dynamo FC,Home,2,83,Ian Hoffmann,0.06,,Off Target,21,Right Foot,,Darwin Quintero,Pass (Live),Memo Rodriguez,Pass (Live)
2021-10-20,Dynamo FC,Home,2,87,Darwin Quintero,0.02,,Blocked,28,Right Foot,,Fafà Picault,Pass (Live),Memo Rodriguez,Pass (Live)
2021-10-20,Dynamo FC,Home,2,90+1,Adam Lundqvist,0.05,,Off Target,17,Left Foot,,Tyler Pasher,Pass (Live),Griffin Dorsey,Pass (Live)
2021-10-20,Dynamo FC,Home,2,90+2,Memo Rodriguez,0.05,,Blocked,22,Right Foot,,Darwin Quintero,Pass (Live),Griffin Dorsey,Pass (Dead)
2021-10-20,LA Galaxy,Away,1,1,Efrain Alvarez,0.05,,Woodwork,23,Left Foot,,,,,
2021-10-20,LA Galaxy,Away,1,2,Julian Araujo,0.05,,Off Target,16,Right Foot,,Kevin Cabral,Pass (Live),Efrain Alvarez,Pass (Live)
2021-10-20,LA Galaxy,Away,1,7,Kevin Cabral,0.40,0.17,Saved,10,Right Foot,,Javier Hernández,Pass (Live),Jonathan dos Santos,Pass (Live)
2021-10-20,LA Galaxy,Away,1,16,Jonathan dos Santos,0.05,,Off Target,25,Right Foot,,Sebastian Lletget,Pass (Live),Efrain Alvarez,Pass (Live)
2021-10-20,LA Galaxy,Away,1,19,Javier Hernández,0.09,0.02,Saved,13,Left Foot,Volley,Efrain Alvarez,Pass (Dead),Sebastian Lletget,Fouled
2021-10-20,LA Galaxy,Away,1,19,Efrain Alvarez,0.04,,Off Target,29,Left Foot,,Sacha Kljestan,Pass (Live),Jonathan dos Santos,Pass (Live)
2021-10-20,LA Galaxy,Away,1,32,Efrain Alvarez,0.06,,Off Target,16,Left Foot,,Sebastian Lletget,Pass (Live),Jonathan dos Santos,Pass (Live)
2021-10-20,LA Galaxy,Away,1,39,Sacha Kljestan (pen),0.79,0.99,Goal,13,Right Foot,,Kevin Cabral,Fouled,Sebastian Lletget,Pass (Live)
2021-10-20,LA Galaxy,Away,2,47,Kevin Cabral,0.19,0.68,Goal,14,Right Foot,,Kevin Cabral,Take-On,Javier Hernández,Pass (Live)
2021-10-20,LA Galaxy,Away,2,50,Efrain Alvarez,0.04,0.05,Saved,30,Left Foot,,Kevin Cabral,Pass (Live),Sebastian Lletget,Pass (Live)
2021-10-23,Seattle,Home,1,7,Will Bruin,0.03,,Blocked,30,Right Foot,,João Paulo Mior,Pass (Live),,
2021-10-23,Seattle,Home,1,14,Nicolas Benezet,0.06,0.03,Saved,17,Right Foot,Deflected,Alex Roldan,Pass (Live),Kelyn Rowe,Pass (Live)
2021-10-23,Seattle,Home,1,37,Cristian Roldan,0.10,0.03,Saved,21,Left Foot,Deflected,Cristian Roldan,Take-On,,
2021-10-23,Seattle,Home,2,49,Kelyn Rowe,0.02,,Blocked,34,Right Foot,,Shane O'Neill,Pass (Live),João Paulo Mior,Pass (Dead)
2021-10-23,Seattle,Home,2,50,Will Bruin,0.08,,Blocked,9,Head,,Kelyn Rowe,Pass (Live),Xavier Arreaga,Pass (Live)
2021-10-23,Seattle,Home,2,54,João Paulo Mior,0.16,0.27,Saved,8,Head,,Nicolas Benezet,Pass (Live),Alex Roldan,Pass (Live)
2021-10-23,Seattle,Home,2,57,Jimmy Medranda,0.03,,Off Target,14,Left Foot,Volley,Yeimar Gómez Andrade,Pass (Live),Cristian Roldan,Pass (Live)
2021-10-23,Seattle,Home,2,58,Cristian Roldan,0.09,,Off Target,8,Head,,João Paulo Mior,Pass (Dead),João Paulo Mior,Pass (Live)
2021-10-23,Seattle,Home,2,58,Nicolas Benezet,0.49,0.97,Goal,4,Head,,Cristian Roldan,Shot,,
2021-10-23,Seattle,Home,2,60,Nicolas Benezet,0.26,,Off Target,8,Head,,Alex Roldan,Pass (Live),Cristian Roldan,Pass (Live)
2021-10-23,Seattle,Home,2,64,Cristian Roldan,0.17,0.36,Saved,9,Head,,João Paulo Mior,Pass (Dead),Cristian Roldan,Fouled
2021-10-23,Seattle,Home,2,65,João Paulo Mior,0.04,,Off Target,26,Right Foot,Volley,,,,
2021-10-23,Seattle,Home,2,74,Cristian Roldan,0.04,0.08,Saved,29,Right Foot,,Joshua Atencio,Pass (Live),,
2021-10-23,Seattle,Home,2,90+3,Will Bruin,0.01,,Blocked,23,Right Foot,,João Paulo Mior,Pass (Live),Yeimar Gómez Andrade,Pass (Live)
2021-10-23,Seattle,Home,2,90+3,Cristian Roldan,0.19,,Woodwork,12,Right Foot,Volley,Léo Chú,Pass (Live),Will Bruin,Shot
2021-10-23,Sporting KC,Away,1,4,Gadi Kinda,0.25,,Blocked,10,Left Foot,,Gadi Kinda,Pass (Live),Johnny Russell,Pass (Live)
2021-10-23,Sporting KC,Away,1,4,Rémi Walter,0.07,0.34,Goal,21,Left Foot,Deflected,Luís Martins,Pass (Live),Gadi Kinda,Shot
2021-10-23,Sporting KC,Away,1,7,Gadi Kinda,0.09,,Off Target,15,Right Foot,,Johnny Russell,Pass (Live),Graham Zusi,Pass (Live)
2021-10-23,Sporting KC,Away,1,19,Gadi Kinda,0.03,0.14,Saved,33,Right Foot,,,,,
2021-10-23,Sporting KC,Away,1,32,Roger Espinoza,0.04,,Blocked,14,Left Foot,Volley,Graham Zusi,Pass (Live),Johnny Russell,Pass (Live)
2021-10-23,Sporting KC,Away,1,37,Johnny Russell,0.03,,Off Target,30,Left Foot,,Gadi Kinda,Pass (Live),Rémi Walter,Pass (Live)
2021-10-23,Sporting KC,Away,1,45+2,Gadi Kinda,0.26,,Off Target,7,Head,,Graham Zusi,Pass (Live),Johnny Russell,Pass (Live)
2021-10-23,Sporting KC,Away,2,79,Johnny Russell,0.40,0.94,Goal,7,Left Foot,,Roger Espinoza,Pass (Live),Ilie Sánchez,Pass (Live)
2021-10-23,Columbus Crew,Home,1,18,Miguel Berry,0.35,0.84,Goal,8,Right Foot,,Steven Moreira,Pass (Live),Lucas Zelarayán,Pass (Live)
2021-10-23,Columbus Crew,Home,1,34,Pedro Santos,0.02,,Off Target,25,Left Foot,,Lucas Zelarayán,Pass (Live),Pedro Santos,Pass (Live)
2021-10-23,Columbus Crew,Home,1,45+1,Derrick Etienne,0.06,0.02,Saved,14,Right Foot,Volley,Steven Moreira,Pass (Live),Lucas Zelarayán,Pass (Live)
2021-10-23,Columbus Crew,Home,1,45+2,Miguel Berry,0.07,,Blocked,9,Right Foot,Volley,Jonathan Mensah,Pass (Live),Lucas Zelarayán,Pass (Dead)
2021-10-23,Columbus Crew,Home,2,61,Jonathan Mensah,0.09,,Blocked,10,Head,,Lucas Zelarayán,Pass (Dead),Milton Valenzuela,Pass (Live)
2021-10-23,Columbus Crew,Home,2,90+4,Bradley Wright-Phillips,0.03,,Off Target,16,Head,,Steven Moreira,Pass (Live),Darlington Nagbe,Pass (Live)
2021-10-23,NY Red Bulls,Away,1,5,Fábio,0.02,,Off Target,16,Right Foot,Volley,Dru Yearwood,Pass (Live),Tom Edwards,Pass (Dead)
2021-10-23,NY Red Bulls,Away,1,6,Patryk Klimala,0.08,,Off Target,8,Head,,Cristian Cásseres Jr.,Pass (Live),Fábio,Shot
2021-10-23,NY Red Bulls,Away,1,7,Cristian Cásseres Jr.,0.26,0.76,Goal,4,Head,,Tom Edwards,Pass (Dead),,
2021-10-23,NY Red Bulls,Away,1,11,Andrew Gutman,0.09,,Off Target,12,Left Foot,Volley,Patryk Klimala,Pass (Live),Kyle Duncan,Pass (Live)
2021-10-23,NY Red Bulls,Away,1,21,Sean Nealis,0.08,,Off Target,7,Right Foot,Volley,Tom Edwards,Pass (Dead),Tom Edwards,Pass (Live)
2021-10-23,NY Red Bulls,Away,1,39,Patryk Klimala,0.16,,Blocked,4,Head,,Tom Edwards,Pass (Live),Sean Davis,Pass (Live)
2021-10-23,NY Red Bulls,Away,1,40,Fábio,0.05,,Off Target,10,Head,,Patryk Klimala,Pass (Live),Sean Davis,Pass (Live)
2021-10-23,NY Red Bulls,Away,2,47,Patryk Klimala,0.19,0.04,Saved,10,Right Foot,,Andrew Gutman,Pass (Live),Andrew Gutman,Take-On
2021-10-23,NY Red Bulls,Away,2,53,Patryk Klimala (pen),0.79,,Off Target,13,Right Foot,,Wikelman Carmona,Fouled,Dru Yearwood,Pass (Live)
2021-10-23,NY Red Bulls,Away,2,55,Dru Yearwood,0.05,,Blocked,21,Right Foot,,Fábio,Pass (Live),Dru Yearwood,Pass (Live)
2021-10-23,NY Red Bulls,Away,2,64,Kyle Duncan,0.02,0.26,Saved,24,Right Foot,,Kyle Duncan,Pass (Live),Kyle Duncan,Interception
2021-10-23,NY Red Bulls,Away,2,72,Dru Yearwood,0.03,,Off Target,41,Right Foot,,Sean Davis,Pass (Live),Wikelman Carmona,Pass (Live)
2021-10-23,NY Red Bulls,Away,2,79,Kyle Duncan,0.09,0.02,Saved,10,Right Foot,,Kyle Duncan,Take-On,Cristian Cásseres Jr.,Pass (Live)
2021-10-23,NY Red Bulls,Away,2,80,Wikelman Carmona,0.36,,Off Target,15,Left Foot,,Wikelman Carmona,Take-On,Cristian Cásseres Jr.,Pass (Live)
