Date,Squad,Home_Away,Match_Half,Minute,Player,xG,PSxG,Outcome,Distance,Body Part,Notes,Player_SCA_1,Event_SCA_1,Player_SCA_2,Event_SCA_2
2021-04-17,CF Montréal,Home,1,3,Mason Toye,0.21,0.54,Goal,17,Right Foot,,Zachary Brault-Guillard,Pass (Live),,
2021-04-17,CF Montréal,Home,1,12,Djordje Mihailovic,0.03,,Blocked,31,Left Foot,,Zachary Brault-Guillard,Pass (Live),Joel Waterman,Pass (Live)
2021-04-17,CF Montréal,Home,1,17,Mason Toye,0.14,,Off Target,9,Head,,Mustafa Kizza,Pass (Live),Victor Wanyama,Pass (Live)
2021-04-17,CF Montréal,Home,1,20,Mustafa Kizza,0.02,,Off Target,38,Left Foot,,Samuel Piette,Pass (Live),,
2021-04-17,CF Montréal,Home,1,24,Romell Quioto,0.18,0.17,Goal,11,Right Foot,,Joel Waterman,Pass (Live),,
2021-04-17,CF Montréal,Home,1,39,Mason Toye,0.04,,Blocked,27,Right Foot,,,,,
2021-04-17,CF Montréal,Home,1,45+2,Djordje Mihailovic,0.06,0.18,Saved,27,Right Foot,Free kick,Djordje Mihailovic,Fouled,Djordje Mihailovic,Take-On
2021-04-17,CF Montréal,Home,2,54,Victor Wanyama,0.09,0.35,Goal,6,Head,,Mustafa Kizza,Pass (Dead),Mason Toye,Pass (Live)
2021-04-17,CF Montréal,Home,2,67,Romell Quioto,0.06,,Off Target,9,Head,,Erik Hurtado,Pass (Live),Erik Hurtado,Take-On
2021-04-17,CF Montréal,Home,2,71,Djordje Mihailovic,0.26,0.70,Goal,11,Right Foot,,Erik Hurtado,Pass (Live),Zachary Brault-Guillard,Pass (Live)
2021-04-17,CF Montréal,Home,2,90,Bjørn Johnsen,0.07,,Blocked,17,Right Foot,,Amar Sejdic,Pass (Live),Bjørn Johnsen,Pass (Live)
2021-04-17,CF Montréal,Home,2,90+2,Bjørn Johnsen,0.10,,Blocked,16,Left Foot,,Erik Hurtado,Pass (Live),Kamal Miller,Pass (Live)
2021-04-17,Toronto FC,Away,1,6,Jacob Shaffelburg,0.27,,Off Target,16,Left Foot,,Michael Bradley,Pass (Live),Ralph Priso-Mbongue,Pass (Live)
2021-04-17,Toronto FC,Away,1,15,Michael Bradley,0.05,,Off Target,25,Right Foot,Free kick,Richie Laryea,Fouled,Richie Laryea,Interception
2021-04-17,Toronto FC,Away,1,30,Noble Okello,0.08,0.23,Saved,12,Head,,Jacob Shaffelburg,Pass (Live),Marky Delgado,Pass (Live)
2021-04-17,Toronto FC,Away,1,36,Auro,0.03,,Off Target,28,Right Foot,,Jacob Shaffelburg,Pass (Live),Omar Gonzalez,Pass (Live)
2021-04-17,Toronto FC,Away,1,45,Marky Delgado (pen),0.79,0.99,Goal,13,Right Foot,,Auro,Fouled,Marky Delgado,Pass (Live)
2021-04-17,Toronto FC,Away,1,45+4,Patrick Mullins,0.15,,Off Target,11,Head,,Auro,Pass (Live),Noble Okello,Pass (Live)
2021-04-17,Toronto FC,Away,2,63,Michael Bradley,0.14,,Off Target,12,Left Foot,,Richie Laryea,Pass (Live),Marky Delgado,Pass (Live)
2021-04-17,Toronto FC,Away,2,64,Jordan Perruzza,0.07,,Off Target,14,Left Foot,,Jordan Perruzza,Take-On,,
2021-04-17,Toronto FC,Away,2,73,Auro,0.03,,Off Target,30,Right Foot,,Nick DeLeon,Pass (Live),Richie Laryea,Pass (Live)
2021-04-17,Toronto FC,Away,2,84,Michael Bradley,0.06,,Off Target,27,Right Foot,Free kick,Richie Laryea,Fouled,Liam Fraser,Pass (Live)
2021-04-17,Toronto FC,Away,2,88,Richie Laryea,0.25,0.85,Goal,11,Right Foot,,Richie Laryea,Take-On,Richie Laryea,Take-On
2021-04-17,Toronto FC,Away,2,90+3,Nick DeLeon,0.05,,Blocked,21,Right Foot,,Richie Laryea,Pass (Live),Liam Fraser,Pass (Live)
2021-04-17,Los Angeles FC,Home,1,1,Diego Palacios,0.09,0.09,Saved,18,Left Foot,,Carlos Vela,Pass (Live),Mark-Anthony Kaye,Pass (Live)
2021-04-17,Los Angeles FC,Home,1,1,Tristan Blackmon,0.07,,Off Target,16,Right Foot,,Diego Palacios,Shot,,
2021-04-17,Los Angeles FC,Home,1,7,Daniel Musovski,0.11,0.10,Saved,9,Right Foot,,Daniel Musovski,Take-On,Latif Blessing,Pass (Live)
2021-04-17,Los Angeles FC,Home,1,14,Carlos Vela,0.05,,Blocked,31,Left Foot,Free kick,Latif Blessing,Fouled,Eduard Atuesta,Pass (Live)
2021-04-17,Los Angeles FC,Home,1,26,Eduard Atuesta,0.04,,Off Target,17,Right Foot,,,,,
2021-04-17,Los Angeles FC,Home,1,29,Corey Baird,0.03,,Off Target,23,Left Foot,,Diego Palacios,Pass (Live),Eduard Atuesta,Pass (Live)
2021-04-17,Los Angeles FC,Home,1,32,Eduard Atuesta,0.05,,Blocked,22,Right Foot,,Daniel Musovski,Pass (Live),Latif Blessing,Pass (Live)
2021-04-17,Los Angeles FC,Home,1,36,Mark-Anthony Kaye,0.15,,Off Target,3,Right Foot,Volley,Latif Blessing,Pass (Live),Diego Palacios,Pass (Live)
2021-04-17,Los Angeles FC,Home,1,37,Corey Baird,0.13,0.15,Saved,13,Right Foot,Volley,Mark-Anthony Kaye,Pass (Live),Eduard Atuesta,Pass (Live)
2021-04-17,Los Angeles FC,Home,1,45,Eddie Segura,0.04,,Blocked,28,Right Foot,,Diego Palacios,Pass (Live),Diego Palacios,Pass (Live)
2021-04-17,Los Angeles FC,Home,1,45+1,Kwadwo Opoku,0.16,0.04,Saved,23,Left Foot,,Mark-Anthony Kaye,Pass (Live),Mark-Anthony Kaye,Tackle
2021-04-17,Los Angeles FC,Home,2,47,Jesús David Murillo Largacha,0.03,,Blocked,19,Right Foot,,Mark-Anthony Kaye,Pass (Live),Corey Baird,Pass (Live)
2021-04-17,Los Angeles FC,Home,2,47,Kwadwo Opoku,0.08,,Blocked,15,Left Foot,Volley,Jesús David Murillo Largacha,Shot,,
2021-04-17,Los Angeles FC,Home,2,48,Daniel Musovski,0.06,0.14,Saved,8,Head,,Kwadwo Opoku,Pass (Live),Eduard Atuesta,Pass (Dead)
2021-04-17,Los Angeles FC,Home,2,52,Mark-Anthony Kaye,0.02,,Blocked,10,Left Foot,"Deflected, Volley",Eduard Atuesta,Pass (Dead),,
2021-04-17,Los Angeles FC,Home,2,53,Eddie Segura,0.30,,Woodwork,5,Head,,Eduard Atuesta,Pass (Dead),Mark-Anthony Kaye,Shot
2021-04-17,Los Angeles FC,Home,2,55,Kwadwo Opoku,0.03,0.26,Saved,30,Left Foot,,Kwadwo Opoku,Take-On,Kwadwo Opoku,Take-On
2021-04-17,Los Angeles FC,Home,2,61,Corey Baird,0.04,0.25,Goal,22,Right Foot,Deflected,Daniel Musovski,Pass (Live),Tristan Blackmon,Pass (Live)
2021-04-17,Los Angeles FC,Home,2,62,Corey Baird,0.05,,Off Target,29,Right Foot,,,,,
2021-04-17,Los Angeles FC,Home,2,64,Eduard Atuesta,0.02,0.27,Saved,33,Right Foot,Free kick,Daniel Musovski,Fouled,Latif Blessing,Pass (Live)
2021-04-17,Los Angeles FC,Home,2,65,Daniel Musovski,0.26,,Off Target,5,Head,,Latif Blessing,Pass (Live),Mark-Anthony Kaye,Pass (Live)
2021-04-17,Los Angeles FC,Home,2,77,Daniel Musovski,0.56,,Off Target,21,Right Foot,,José Cifuentes,Pass (Live),José Cifuentes,Take-On
2021-04-17,Los Angeles FC,Home,2,84,Eduard Atuesta,0.04,,Blocked,23,Left Foot,,Kwadwo Opoku,Pass (Live),Francisco Ginella,Pass (Live)
2021-04-17,Los Angeles FC,Home,2,90+1,José Cifuentes,0.83,0.78,Goal,9,Right Foot,,Kwadwo Opoku,Pass (Live),,
2021-04-17,Austin,Away,1,9,Nick Lima,0.02,,Off Target,33,Left Foot,,Nick Lima,Take-On,Tomas Pochettino,Pass (Live)
2021-04-17,Austin,Away,1,11,Cecilio Domínguez,0.16,,Off Target,6,Head,,Tomas Pochettino,Pass (Live),Tomas Pochettino,Interception
2021-04-17,Austin,Away,1,21,Danny Hoesen,0.05,,Off Target,15,Head,,Tomas Pochettino,Pass (Live),Matt Besler,Pass (Live)
2021-04-17,Austin,Away,1,23,Tomas Pochettino,0.07,0.15,Saved,12,Head,,Ben Sweat,Pass (Live),Alexander Ring,Pass (Live)
2021-04-17,Austin,Away,1,38,Tomas Pochettino,0.04,,Off Target,20,Right Foot,,Cecilio Domínguez,Pass (Live),,
2021-04-17,Austin,Away,2,70,Alexander Ring,0.02,,Blocked,21,Right Foot,Volley,Cecilio Domínguez,Pass (Dead),Alexander Ring,Pass (Live)
2021-04-17,Austin,Away,2,71,Diego Fagúndez,0.02,,Blocked,30,Right Foot,,Alexander Ring,Pass (Dead),Alexander Ring,Fouled
2021-04-17,Austin,Away,2,72,Jon Gallagher,0.18,,Off Target,9,Head,,Žan Kolmanič,Pass (Live),Daniel Pereira,Pass (Live)
2021-04-17,Austin,Away,2,75,Nick Lima,0.03,,Off Target,20,Left Foot,,Alexander Ring,Pass (Live),Cecilio Domínguez,Pass (Live)
2021-04-17,Austin,Away,2,79,Alexander Ring,0.03,,Off Target,33,Right Foot,,Daniel Pereira,Pass (Live),Žan Kolmanič,Pass (Live)
2021-04-17,Austin,Away,2,89,Jon Gallagher,0.08,0.26,Saved,15,Right Foot,,,,,
2021-04-17,Austin,Away,2,90+7,Jon Gallagher,0.11,0.15,Saved,12,Right Foot,,Jon Gallagher,Take-On,Jhohan Romaña,Pass (Live)
2021-04-17,Orlando City,Home,1,19,Ruan,0.06,,Blocked,21,Left Foot,,Jhegson Méndez,Pass (Live),Nani,Pass (Live)
2021-04-17,Orlando City,Home,1,25,Júnior Urso,0.04,,Off Target,24,Right Foot,,Nani,Pass (Live),Júnior Urso,Pass (Live)
2021-04-17,Orlando City,Home,1,29,Nani,0.05,0.10,Saved,30,Left Foot,,Júnior Urso,Pass (Live),Jhegson Méndez,Pass (Live)
2021-04-17,Orlando City,Home,1,40,Júnior Urso,0.21,,Off Target,8,Head,,Chris Mueller,Pass (Dead),Chris Mueller,Fouled
2021-04-17,Orlando City,Home,1,42,Chris Mueller,0.17,,Off Target,7,Head,,Nani,Pass (Dead),Ruan,Pass (Live)
2021-04-17,Orlando City,Home,2,46,Andrés Perea,0.07,0.01,Saved,21,Right Foot,,Chris Mueller,Pass (Live),,
2021-04-17,Orlando City,Home,2,49,Antonio Carlos,0.08,,Off Target,11,Head,,Nani,Pass (Dead),Ruan,Take-On
2021-04-17,Orlando City,Home,2,51,Júnior Urso,0.06,,Blocked,28,Right Foot,,Nani,Pass (Live),Chris Mueller,Pass (Live)
2021-04-17,Orlando City,Home,2,62,Jhegson Méndez,0.36,,Off Target,4,Right Foot,,Alexandre Pato,Take-On,Alexandre Pato,Take-On
2021-04-17,Orlando City,Home,2,72,Alexandre Pato,0.21,0.05,Saved,11,Left Foot,Deflected,Chris Mueller,Pass (Live),Jhegson Méndez,Pass (Live)
2021-04-17,Orlando City,Home,2,90+2,Silvester van der Water,0.06,,Off Target,14,Left Foot,,Andrés Perea,Pass (Live),Silvester van der Water,Pass (Live)
2021-04-17,Atlanta Utd,Away,1,10,Emerson Hyndman,0.07,,Off Target,19,Right Foot,,Emerson Hyndman,Take-On,Marcelino Moreno,Pass (Live)
2021-04-17,Atlanta Utd,Away,1,19,Brooks Lennon,0.14,,Blocked,16,Left Foot,,Marcelino Moreno,Pass (Live),George Bello,Pass (Live)
2021-04-17,Atlanta Utd,Away,1,19,Lisandro López,0.13,,Off Target,16,Right Foot,,Brooks Lennon,Shot,,
2021-04-17,Atlanta Utd,Away,1,36,Emerson Hyndman,0.05,,Blocked,22,Right Foot,,Jake Mulraney,Fouled,Santiago Sosa,Pass (Live)
2021-04-17,Atlanta Utd,Away,1,37,Marcelino Moreno,0.15,,Off Target,7,Head,,Brooks Lennon,Pass (Live),Jake Mulraney,Pass (Live)
2021-04-17,Atlanta Utd,Away,1,43,Jake Mulraney,0.04,0.05,Saved,20,Left Foot,,Ezequiel Barco,Pass (Live),Lisandro López,Pass (Live)
2021-04-17,Atlanta Utd,Away,2,57,George Bello,0.14,,Off Target,9,Left Foot,,George Bello,Take-On,Ezequiel Barco,Pass (Live)
2021-04-17,Atlanta Utd,Away,2,83,Josef Martínez,0.37,,Off Target,5,Head,,Ezequiel Barco,Fouled,Santiago Sosa,Pass (Live)
2021-04-17,Atlanta Utd,Away,2,85,Machop Malual,0.07,,Off Target,6,Left Foot,,Brooks Lennon,Pass (Live),Miles Robinson,Pass (Live)
2021-04-17,Atlanta Utd,Away,2,90,Franco Ibarra,0.02,0.13,Saved,31,Right Foot,,Josef Martínez,Pass (Live),Brooks Lennon,Pass (Live)
2021-04-17,Atlanta Utd,Away,2,90+3,Santiago Sosa,0.04,0.01,Saved,55,Right Foot,,Jürgen Damm,Pass (Live),Brooks Lennon,Pass (Live)
2021-04-16,Seattle,Home,1,18,Xavier Arreaga,0.22,0.33,Saved,8,Head,,Raúl Ruidíaz,Pass (Live),Joshua Atencio,Pass (Live)
2021-04-16,Seattle,Home,1,20,Brad Smith,0.04,,Blocked,17,Left Foot,,Joshua Atencio,Pass (Live),João Paulo Mior,Pass (Live)
2021-04-16,Seattle,Home,1,20,Brad Smith,0.08,,Off Target,16,Left Foot,,Brad Smith,Shot,,
2021-04-16,Seattle,Home,1,29,Raúl Ruidíaz (pen),0.79,0.97,Saved,13,Right Foot,,,Fouled,Alex Roldan,Pass (Live)
2021-04-16,Seattle,Home,1,29,Brad Smith,0.04,,Blocked,25,Left Foot,,João Paulo Mior,Pass (Live),Raúl Ruidíaz,Shot
2021-04-16,Seattle,Home,1,31,Raúl Ruidíaz,0.04,0.06,Saved,29,Right Foot,,Cristian Roldan,Pass (Live),Cristian Roldan,Pass (Live)
2021-04-16,Seattle,Home,1,45+1,Raúl Ruidíaz,0.03,,Blocked,23,Right Foot,,João Paulo Mior,Pass (Live),Xavier Arreaga,Pass (Live)
2021-04-16,Seattle,Home,2,48,Brad Smith,0.24,0.02,Saved,6,Left Foot,Volley,Cristian Roldan,Pass (Live),Alex Roldan,Pass (Live)
2021-04-16,Seattle,Home,2,49,João Paulo Mior,0.03,0.17,Goal,32,Right Foot,Volley,Cristian Roldan,Pass (Live),Cristian Roldan,Take-On
2021-04-16,Seattle,Home,2,58,Alex Roldan,0.10,,Off Target,16,Right Foot,,Will Bruin,Pass (Live),Will Bruin,Take-On
2021-04-16,Seattle,Home,2,59,Cristian Roldan,0.16,,Blocked,8,Head,,João Paulo Mior,Pass (Dead),,
2021-04-16,Seattle,Home,2,59,Raúl Ruidíaz,0.04,,Off Target,23,Left Foot,,Cristian Roldan,Shot,,
2021-04-16,Seattle,Home,2,61,Joshua Atencio,0.04,,Blocked,26,Left Foot,,Will Bruin,Pass (Live),Alex Roldan,Pass (Live)
2021-04-16,Seattle,Home,2,70,Raúl Ruidíaz,0.47,0.54,Goal,12,Right Foot,,Will Bruin,Pass (Live),Will Bruin,Take-On
2021-04-16,Seattle,Home,2,73,Raúl Ruidíaz,0.61,0.91,Goal,4,Left Foot,,Cristian Roldan,Pass (Live),Fredy Montero,Pass (Live)
2021-04-16,Seattle,Home,2,84,Raúl Ruidíaz,0.14,0.07,Saved,14,Right Foot,,Raúl Ruidíaz,Take-On,,
2021-04-16,Seattle,Home,2,86,Fredy Montero,0.19,0.77,Goal,15,Right Foot,Volley,Alex Roldan,Pass (Live),Joshua Atencio,Pass (Live)
2021-04-16,Minnesota Utd,Away,1,7,Emanuel Reynoso,0.04,,Off Target,32,Left Foot,Free kick,Emanuel Reynoso,Fouled,Hassani Dotson,Pass (Live)
2021-04-16,Minnesota Utd,Away,1,17,Ján Greguš,0.02,,Blocked,29,Right Foot,,Hassani Dotson,Pass (Live),,
2021-04-16,Minnesota Utd,Away,1,21,Ján Greguš,0.06,,Blocked,18,Right Foot,,,,,
2021-04-16,Minnesota Utd,Away,1,25,Chase Gasper,0.07,,Off Target,24,Left Foot,,Ethan Finlay,Pass (Live),Romain Métanire,Pass (Live)
2021-04-16,Minnesota Utd,Away,1,34,Hassani Dotson,0.10,0.04,Saved,24,Right Foot,,Ethan Finlay,Pass (Live),Ethan Finlay,Take-On
2021-04-16,Minnesota Utd,Away,1,36,Robin Lod,0.13,,Woodwork,13,Right Foot,,Emanuel Reynoso,Pass (Live),Michael Boxall,Pass (Live)
2021-04-16,Minnesota Utd,Away,1,45+2,Emanuel Reynoso,0.05,,Off Target,27,Left Foot,,Hassani Dotson,Pass (Live),Robin Lod,Pass (Live)
2021-04-16,Minnesota Utd,Away,2,51,Brent Kallman,0.26,,Blocked,13,Head,,Emanuel Reynoso,Pass (Dead),Ethan Finlay,Fouled
2021-04-16,Minnesota Utd,Away,2,55,Emanuel Reynoso,0.05,,Blocked,30,Left Foot,Free kick,Emanuel Reynoso,Fouled,Robin Lod,Pass (Live)
2021-04-16,Minnesota Utd,Away,2,63,Ján Greguš,0.02,,Off Target,30,Right Foot,,Wil Trapp,Pass (Live),Chase Gasper,Pass (Live)
2021-04-16,Minnesota Utd,Away,2,63,Emanuel Reynoso,0.03,,Off Target,29,Left Foot,,Wil Trapp,Pass (Live),,
2021-04-16,Minnesota Utd,Away,2,64,Robin Lod,0.06,,Off Target,16,Left Foot,,,,,
2021-04-16,Minnesota Utd,Away,2,66,Ramón Ábila,0.09,,Off Target,15,Right Foot,Volley,Emanuel Reynoso,Pass (Live),Ján Greguš,Pass (Live)
2021-04-16,Minnesota Utd,Away,2,69,Ramón Ábila,0.04,0.02,Saved,27,Right Foot,Volley,Romain Métanire,Pass (Live),Ján Greguš,Pass (Live)
2021-04-16,Minnesota Utd,Away,2,75,Robin Lod,0.03,,Blocked,27,Left Foot,,Robin Lod,Take-On,Ramón Ábila,Pass (Live)
2021-04-16,Minnesota Utd,Away,2,82,Justin McMaster,0.17,0.06,Saved,18,Right Foot,,Robin Lod,Pass (Live),Romain Métanire,Pass (Dead)
2021-04-16,Minnesota Utd,Away,2,89,Emanuel Reynoso,0.04,0.02,Saved,20,Left Foot,,Ramón Ábila,Pass (Live),Romain Métanire,Pass (Dead)
2021-04-16,Dynamo FC,Home,1,9,Memo Rodriguez,0.03,,Blocked,27,Right Foot,,Fafà Picault,Pass (Live),Tyler Pasher,Pass (Live)
2021-04-16,Dynamo FC,Home,1,22,Matías Vera,0.08,0.46,Saved,12,Left Foot,Deflected,Memo Rodriguez,Pass (Live),,
2021-04-16,Dynamo FC,Home,1,23,Fafà Picault,0.08,,Off Target,8,Right Foot,Volley,Tyler Pasher,Pass (Dead),Matías Vera,Shot
2021-04-16,Dynamo FC,Home,1,24,Tyler Pasher,0.05,,Blocked,23,Left Foot,,Maximiliano Urruti,Pass (Live),Boniek García,Pass (Live)
2021-04-16,Dynamo FC,Home,1,39,Memo Rodriguez,0.33,0.74,Goal,17,Right Foot,,Joe Corona,Pass (Live),Boniek García,Pass (Live)
2021-04-16,Dynamo FC,Home,1,45,Memo Rodriguez,0.02,,Blocked,20,Right Foot,,Tim Parker,Pass (Dead),,Fouled
2021-04-16,Dynamo FC,Home,1,45+1,Memo Rodriguez,0.06,,Blocked,17,Right Foot,,Tyler Pasher,Pass (Live),Matías Vera,Pass (Live)
2021-04-16,Dynamo FC,Home,1,45+1,Memo Rodriguez,0.17,,Blocked,15,Left Foot,,Memo Rodriguez,Shot,,
2021-04-16,Dynamo FC,Home,1,45+1,Maximiliano Urruti,0.10,,Blocked,19,Right Foot,,Memo Rodriguez,Shot,,
2021-04-16,Dynamo FC,Home,2,49,Joe Corona,0.08,,Off Target,23,Right Foot,,Tyler Pasher,Pass (Live),Matías Vera,Pass (Live)
2021-04-16,Dynamo FC,Home,2,56,Maximiliano Urruti,0.15,0.20,Goal,14,Right Foot,,Tyler Pasher,Pass (Live),Adam Lundqvist,Pass (Live)
2021-04-16,Dynamo FC,Home,2,58,Fafà Picault,0.14,,Off Target,14,Right Foot,,Joe Corona,Pass (Live),Memo Rodriguez,Pass (Live)
2021-04-16,Dynamo FC,Home,2,60,Memo Rodriguez,0.06,,Off Target,31,Left Foot,,Zarek Valentin,Pass (Live),Fafà Picault,Pass (Live)
2021-04-16,Dynamo FC,Home,2,72,Maximiliano Urruti,0.13,0.03,Saved,16,Right Foot,,Ariel Lassiter,Pass (Live),Darwin Cerén,Pass (Live)
2021-04-16,Dynamo FC,Home,2,80,Maximiliano Urruti,0.10,0.43,Saved,21,Right Foot,,Tyler Pasher,Pass (Live),Maximiliano Urruti,Pass (Live)
2021-04-16,Dynamo FC,Home,2,80,Memo Rodriguez,0.05,0.02,Saved,27,Right Foot,Deflected,Maximiliano Urruti,Shot,,
2021-04-16,Dynamo FC,Home,2,82,Ariel Lassiter,0.09,,Blocked,19,Left Foot,,Darwin Cerén,Pass (Live),Memo Rodriguez,Pass (Live)
2021-04-16,San Jose,Away,1,13,Javier Eduardo López,0.06,0.14,Saved,22,Left Foot,,,,,
2021-04-16,San Jose,Away,1,20,Cade Cowell,0.09,,Off Target,5,Right Foot,Volley,Cristian Espinoza,Pass (Live),Javier Eduardo López,Pass (Live)
2021-04-16,San Jose,Away,1,44,Oswaldo Alanís,0.03,,Off Target,31,Left Foot,Free kick,Cade Cowell,Fouled,Cristian Espinoza,Pass (Live)
2021-04-16,San Jose,Away,1,45+3,Carlos Fierro,0.03,,Blocked,31,Right Foot,,Javier Eduardo López,Pass (Live),,
2021-04-16,San Jose,Away,1,45+4,Oswaldo Alanís,0.02,0.19,Saved,15,Head,,Cristian Espinoza,Pass (Dead),Carlos Fierro,Shot
2021-04-16,San Jose,Away,2,74,Paul Marie,0.03,0.44,Goal,28,Right Foot,,Shea Salinas,Pass (Live),Paul Marie,Pass (Live)
2021-04-16,San Jose,Away,2,84,Shea Salinas,0.52,0.21,Saved,14,Right Foot,,Luciano Abecasis,Pass (Live),,
2021-04-16,San Jose,Away,2,84,Chris Wondolowski,0.93,,Off Target,3,Right Foot,,Shea Salinas,Shot,,
2021-04-18,Inter Miami,Home,1,12,Robbie Robinson,0.03,,Off Target,16,Left Foot,Volley,Lewis Morgan,Pass (Dead),,
2021-04-18,Inter Miami,Home,1,18,Rodolfo Pizarro,0.09,,Off Target,15,Left Foot,,Robbie Robinson,Pass (Live),Rodolfo Pizarro,Pass (Live)
2021-04-18,Inter Miami,Home,1,22,Gonzalo Higuaín,0.06,0.42,Saved,22,Left Foot,,Blaise Matuidi,Pass (Live),Blaise Matuidi,Tackle
2021-04-18,Inter Miami,Home,1,29,Rodolfo Pizarro,0.09,,Off Target,15,Left Foot,Volley,Rodolfo Pizarro,Pass (Live),Leandro González Pirez,Pass (Live)
2021-04-18,Inter Miami,Home,1,32,Gonzalo Higuaín,0.04,0.21,Saved,20,Left Foot,,Rodolfo Pizarro,Pass (Live),Blaise Matuidi,Tackle
2021-04-18,Inter Miami,Home,1,42,Lewis Morgan,0.07,,Off Target,23,Right Foot,Free kick,Joevin Jones,Fouled,,
2021-04-18,Inter Miami,Home,1,43,Gonzalo Higuaín,0.08,,Blocked,14,Right Foot,,Gonzalo Higuaín,Take-On,Kelvin Leerdam,Pass (Dead)
2021-04-18,Inter Miami,Home,1,45+1,Lewis Morgan,0.10,,Blocked,11,Right Foot,,Gregore,Pass (Live),,
2021-04-18,Inter Miami,Home,1,45+2,Robbie Robinson,0.68,0.73,Goal,11,Right Foot,,Gonzalo Higuaín,Pass (Live),Rodolfo Pizarro,Pass (Live)
2021-04-18,Inter Miami,Home,2,49,Robbie Robinson,0.23,0.57,Saved,10,Left Foot,,Gonzalo Higuaín,Pass (Live),Rodolfo Pizarro,Pass (Live)
2021-04-18,Inter Miami,Home,2,53,Gregore,0.11,0.08,Saved,21,Right Foot,,Rodolfo Pizarro,Pass (Live),Gonzalo Higuaín,Pass (Live)
2021-04-18,Inter Miami,Home,2,64,Robbie Robinson,0.13,,Blocked,12,Right Foot,,Rodolfo Pizarro,Pass (Live),Leandro González Pirez,Pass (Live)
2021-04-18,Inter Miami,Home,2,68,Gonzalo Higuaín (pen),0.79,1.00,Goal,13,Right Foot,,Rodolfo Pizarro,Fouled,Robbie Robinson,Pass (Live)
2021-04-18,Inter Miami,Home,2,83,Gonzalo Higuaín,0.01,0.13,Saved,10,Right Foot,Volley,Gregore,Pass (Live),Jorge Figal,Pass (Live)
2021-04-18,Inter Miami,Home,2,83,Leandro González Pirez,0.04,0.11,Saved,10,Head,,Federico Higuaín,Pass (Dead),Gonzalo Higuaín,Shot
2021-04-18,Inter Miami,Home,2,85,Federico Higuaín,0.17,,Off Target,17,Right Foot,,Joevin Jones,Pass (Live),Joevin Jones,Take-On
2021-04-18,Inter Miami,Home,2,86,Gonzalo Higuaín,0.04,,Off Target,28,Left Foot,,Joshua Penn,Pass (Live),Jorge Figal,Pass (Live)
2021-04-18,Inter Miami,Home,2,90,Victor Ulloa,0.02,,Off Target,30,Right Foot,,Gregore,Pass (Live),Federico Higuaín,Pass (Live)
2021-04-18,Inter Miami,Home,2,90+5,Jorge Figal,0.10,,Off Target,8,Head,,Federico Higuaín,Pass (Dead),Joshua Penn,Fouled
2021-04-18,LA Galaxy,Away,1,2,Víctor Vázquez,0.04,,Blocked,32,Right Foot,Free kick,Javier Hernández,Fouled,,
2021-04-18,LA Galaxy,Away,2,59,Nick DePuy,0.08,0.32,Saved,13,Head,,Víctor Vázquez,Pass (Dead),Sebastian Lletget,Fouled
2021-04-18,LA Galaxy,Away,2,62,Javier Hernández,0.24,0.23,Goal,8,Left Foot,,Ethan Zubak,Pass (Live),Carlos Harvey,Pass (Live)
2021-04-18,LA Galaxy,Away,2,73,Javier Hernández,0.77,0.98,Goal,1,Right Foot,,Sacha Kljestan,Pass (Live),Jorge Villafaña,Pass (Live)
2021-04-18,LA Galaxy,Away,2,81,Sacha Kljestan,0.13,0.21,Goal,18,Left Foot,,Sebastian Lletget,Pass (Live),,
2021-04-18,LA Galaxy,Away,2,90+1,Cameron Dunbar,0.41,0.04,Saved,19,Right Foot,,Carlos Harvey,Pass (Live),Ethan Zubak,Pass (Live)
2021-04-18,Columbus Crew,Home,1,1,Luis Díaz,0.04,0.14,Saved,20,Left Foot,,Lucas Zelarayán,Pass (Live),Josh Williams,Pass (Live)
2021-04-18,Columbus Crew,Home,1,1,Pedro Santos,0.03,,Off Target,11,Left Foot,,Luis Díaz,Pass (Live),Harrison Afful,Pass (Live)
2021-04-18,Columbus Crew,Home,1,7,Lucas Zelarayán,0.02,0.11,Saved,34,Right Foot,Free kick,Luis Díaz,Fouled,Harrison Afful,Pass (Dead)
2021-04-18,Columbus Crew,Home,1,24,Pedro Santos,0.03,,Off Target,23,Right Foot,,Lucas Zelarayán,Pass (Live),Milton Valenzuela,Pass (Dead)
2021-04-18,Columbus Crew,Home,1,34,Lucas Zelarayán,0.02,,Woodwork,32,Right Foot,,Harrison Afful,Pass (Dead),,
2021-04-18,Columbus Crew,Home,1,41,Lucas Zelarayán,0.09,0.04,Saved,20,Right Foot,Free kick,Pedro Santos,Fouled,Milton Valenzuela,Pass (Live)
2021-04-18,Columbus Crew,Home,2,49,Pedro Santos,0.06,,Off Target,25,Left Foot,,Milton Valenzuela,Pass (Live),Luis Díaz,Pass (Live)
2021-04-18,Columbus Crew,Home,2,53,Jonathan Mensah,0.05,,Blocked,12,Head,,Lucas Zelarayán,Pass (Dead),Luis Díaz,Tackle
2021-04-18,Columbus Crew,Home,2,59,Luis Díaz,0.07,0.04,Saved,17,Left Foot,,Pedro Santos,Pass (Live),Milton Valenzuela,Pass (Live)
2021-04-18,Columbus Crew,Home,2,63,Pedro Santos,0.02,0.04,Saved,35,Left Foot,,Artur,Pass (Live),Perry Kitchen,Tackle
